algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,map_name,size,ratio,run_id,attempt_id,seed_tag
dijkstra,1,43.52691193458117,13.0,9.907100000418724,2704,random_generated,80,0.3,26,26,seed42
astar,1,43.52691193458117,8.0,0.4749999789055437,72,random_generated,80,0.3,26,26,seed42
weighted_astar,1,43.52691193458117,8.0,0.2501000126358121,41,random_generated,80,0.3,26,26,seed42
jps_like,1,45.8700576850888,16.0,1.5833000070415435,163,random_generated,80,0.3,26,26,seed42
improved_astar,1,42.75085499735711,4.0,0.4901000065729022,42,random_generated,80,0.3,26,26,seed42
dijkstra,1,38.627416997969526,15.0,7.612899993546307,2250,random_generated,80,0.3,27,27,seed42
astar,1,38.627416997969526,13.0,0.5284000071696937,106,random_generated,80,0.3,27,27,seed42
weighted_astar,1,39.45584412271572,12.0,0.2101999998558312,47,random_generated,80,0.3,27,27,seed42
jps_like,1,55.55634918610404,27.0,4.265299998223782,466,random_generated,80,0.3,27,27,seed42
improved_astar,1,49.89783293969888,10.0,2.1969000226818025,313,random_generated,80,0.3,27,27,seed42
dijkstra,1,75.28427124746186,20.0,10.324800008675084,3286,random_generated,80,0.3,28,28,seed42
astar,1,75.28427124746186,20.0,2.329799986910075,655,random_generated,80,0.3,28,28,seed42
weighted_astar,1,79.42640687119282,27.0,0.5476000078488141,139,random_generated,80,0.3,28,28,seed42
jps_like,1,105.04163056034258,51.0,15.699999989010394,1861,random_generated,80,0.3,28,28,seed42
improved_astar,1,94.56827785449134,21.0,11.49440000881441,1443,random_generated,80,0.3,28,28,seed42
dijkstra,1,23.38477631085024,7.0,3.0903999868314718,961,random_generated,80,0.3,29,29,seed42
astar,1,23.38477631085024,9.0,0.2860999957192689,43,random_generated,80,0.3,29,29,seed42
weighted_astar,1,23.970562748477143,12.0,0.0973000132944434,22,random_generated,80,0.3,29,29,seed42
jps_like,1,31.242640687119287,17.0,0.7801000028848648,113,random_generated,80,0.3,29,29,seed42
improved_astar,1,27.191626245470975,6.0,0.5046000005677342,78,random_generated,80,0.3,29,29,seed42
dijkstra,1,2.8284271247461903,1.0,0.0261999957729131,6,random_generated,80,0.7,0,3,seed42
astar,1,2.8284271247461903,1.0,0.0108999956864863,3,random_generated,80,0.7,0,3,seed42
weighted_astar,1,2.8284271247461903,1.0,0.0074999989010393,3,random_generated,80,0.7,0,3,seed42
jps_like,0,,,0.0126999802887439,3,random_generated,80,0.7,0,3,seed42
improved_astar,0,,,0.011099997209385,3,random_generated,80,0.7,0,3,seed42
dijkstra,1,3.414213562373095,2.0,0.0409999920520931,11,random_generated,80,0.7,1,8,seed42
astar,1,3.414213562373095,2.0,0.015700003132224,4,random_generated,80,0.7,1,8,seed42
weighted_astar,1,3.414213562373095,2.0,0.0118000025395303,4,random_generated,80,0.7,1,8,seed42
jps_like,0,,,0.0276000064332038,6,random_generated,80,0.7,1,8,seed42
improved_astar,0,,,0.025299988919869,6,random_generated,80,0.7,1,8,seed42
dijkstra,1,3.82842712474619,1.0,0.0318000093102455,11,random_generated,80,0.7,2,9,seed42
astar,1,3.82842712474619,2.0,0.0131999840959906,4,random_generated,80,0.7,2,9,seed42
weighted_astar,1,3.8284271247461903,1.0,0.0115000002551823,4,random_generated,80,0.7,2,9,seed42
jps_like,1,5.0,4.0,0.022799998987466,6,random_generated,80,0.7,2,9,seed42
improved_astar,1,3.605551275463989,0.0,0.0228999997489154,6,random_generated,80,0.7,2,9,seed42
dijkstra,1,2.414213562373095,1.0,0.0278000079561024,6,random_generated,80,0.7,3,11,seed42
astar,1,2.414213562373095,1.0,0.0128999818116426,3,random_generated,80,0.7,3,11,seed42
weighted_astar,1,2.414213562373095,1.0,0.0095999857876449,3,random_generated,80,0.7,3,11,seed42
jps_like,1,3.0,1.0,0.022499996703118,5,random_generated,80,0.7,3,11,seed42
improved_astar,1,2.23606797749979,0.0,0.0217999913729727,5,random_generated,80,0.7,3,11,seed42
dijkstra,1,2.414213562373095,1.0,0.0297000224236398,7,random_generated,80,0.7,4,12,seed42
astar,1,2.414213562373095,1.0,0.012300006346777,3,random_generated,80,0.7,4,12,seed42
weighted_astar,1,2.414213562373095,1.0,0.0090000103227794,3,random_generated,80,0.7,4,12,seed42
jps_like,1,2.414213562373095,1.0,0.0153000000864267,3,random_generated,80,0.7,4,12,seed42
improved_astar,1,2.23606797749979,0.0,0.0135000154841691,3,random_generated,80,0.7,4,12,seed42
dijkstra,1,7.414213562373095,1.0,0.0659000070299953,23,random_generated,80,0.7,5,14,seed42
astar,1,7.414213562373095,1.0,0.0268000003416091,8,random_generated,80,0.7,5,14,seed42
weighted_astar,1,7.414213562373095,1.0,0.0230000005103647,8,random_generated,80,0.7,5,14,seed42
jps_like,1,8.0,2.0,0.0290000170934945,5,random_generated,80,0.7,5,14,seed42
improved_astar,1,8.0,1.0,0.0275000056717544,5,random_generated,80,0.7,5,14,seed42
dijkstra,1,6.242640687119285,4.0,0.0526999938301742,20,random_generated,80,0.7,6,15,seed42
astar,1,6.242640687119285,4.0,0.0258000218309462,9,random_generated,80,0.7,6,15,seed42
weighted_astar,1,6.242640687119285,4.0,0.0239000073634088,9,random_generated,80,0.7,6,15,seed42
jps_like,0,,,0.0398999836761504,10,random_generated,80,0.7,6,15,seed42
improved_astar,0,,,0.0384000013582408,10,random_generated,80,0.7,6,15,seed42
dijkstra,1,10.071067811865476,4.0,0.0450999941676855,16,random_generated,80,0.7,7,16,seed42
astar,1,10.071067811865476,4.0,0.0333000207319855,11,random_generated,80,0.7,7,16,seed42
weighted_astar,1,10.071067811865476,4.0,0.0280000094790011,10,random_generated,80,0.7,7,16,seed42
jps_like,0,,,0.0239000073634088,6,random_generated,80,0.7,7,16,seed42
improved_astar,0,,,0.0220999936573207,6,random_generated,80,0.7,7,16,seed42
dijkstra,1,2.414213562373095,1.0,0.0372999929822981,10,random_generated,80,0.7,8,18,seed42
astar,1,2.414213562373095,1.0,0.0134999863803386,3,random_generated,80,0.7,8,18,seed42
weighted_astar,1,2.414213562373095,1.0,0.0102000194601714,3,random_generated,80,0.7,8,18,seed42
jps_like,1,2.414213562373095,1.0,0.0189999991562217,3,random_generated,80,0.7,8,18,seed42
improved_astar,1,2.23606797749979,0.0,0.0181000214070081,3,random_generated,80,0.7,8,18,seed42
dijkstra,1,2.414213562373095,1.0,0.0265999988187104,8,random_generated,80,0.7,9,19,seed42
astar,1,2.414213562373095,1.0,0.011099997209385,3,random_generated,80,0.7,9,19,seed42
weighted_astar,1,2.414213562373095,1.0,0.0084000057540833,3,random_generated,80,0.7,9,19,seed42
jps_like,1,3.0,2.0,0.0186999968718737,4,random_generated,80,0.7,9,19,seed42
improved_astar,1,2.23606797749979,0.0,0.019099999917671,4,random_generated,80,0.7,9,19,seed42
dijkstra,1,28.970562748477143,14.0,0.2851999888662249,112,random_generated,80,0.7,10,21,seed42
astar,1,28.970562748477143,16.0,0.1208999892696738,40,random_generated,80,0.7,10,21,seed42
weighted_astar,1,28.970562748477143,16.0,0.0922000035643577,32,random_generated,80,0.7,10,21,seed42
jps_like,0,,,0.0047000066842883,1,random_generated,80,0.7,10,21,seed42
improved_astar,0,,,0.0037999998312443,1,random_generated,80,0.7,10,21,seed42
dijkstra,1,5.82842712474619,1.0,0.0430999789386987,13,random_generated,80,0.7,11,23,seed42
astar,1,5.82842712474619,1.0,0.0202999799512326,6,random_generated,80,0.7,11,23,seed42
weighted_astar,1,5.82842712474619,1.0,0.0204999814741313,7,random_generated,80,0.7,11,23,seed42
jps_like,0,,,0.0363999861292541,9,random_generated,80,0.7,11,23,seed42
improved_astar,0,,,0.0340999977197498,9,random_generated,80,0.7,11,23,seed42
dijkstra,1,7.65685424949238,2.0,0.0946999934967607,19,random_generated,80,0.7,12,24,seed42
astar,1,7.65685424949238,2.0,0.0576999736949801,9,random_generated,80,0.7,12,24,seed42
weighted_astar,1,7.65685424949238,2.0,0.0478000147268176,8,random_generated,80,0.7,12,24,seed42
jps_like,0,,,0.0888000067789107,10,random_generated,80,0.7,12,24,seed42
improved_astar,0,,,0.0439000141341239,10,random_generated,80,0.7,12,24,seed42
dijkstra,1,5.656854249492381,0.0,0.0481999886687845,19,random_generated,80,0.7,13,25,seed42
astar,1,5.656854249492381,0.0,0.0145999947562813,5,random_generated,80,0.7,13,25,seed42
weighted_astar,1,5.656854249492381,0.0,0.012600008631125,5,random_generated,80,0.7,13,25,seed42
jps_like,0,,,0.0139999901875853,4,random_generated,80,0.7,13,25,seed42
improved_astar,0,,,0.0132999848574399,4,random_generated,80,0.7,13,25,seed42
dijkstra,1,2.8284271247461903,1.0,0.028699985705316,9,random_generated,80,0.7,14,26,seed42
astar,1,2.8284271247461903,1.0,0.0116000010166317,3,random_generated,80,0.7,14,26,seed42
weighted_astar,1,2.8284271247461903,1.0,0.0093000126071274,3,random_generated,80,0.7,14,26,seed42
jps_like,0,,,0.0313999771606177,7,random_generated,80,0.7,14,26,seed42
improved_astar,0,,,0.0295999925583601,7,random_generated,80,0.7,14,26,seed42
dijkstra,1,11.65685424949238,7.0,0.0814000086393207,32,random_generated,80,0.7,15,27,seed42
astar,1,11.65685424949238,7.0,0.0759999966248869,17,random_generated,80,0.7,15,27,seed42
weighted_astar,1,11.65685424949238,7.0,0.0480999879073351,16,random_generated,80,0.7,15,27,seed42
jps_like,0,,,0.008600007276982,2,random_generated,80,0.7,15,27,seed42
improved_astar,0,,,0.0072999973781406,2,random_generated,80,0.7,15,27,seed42
dijkstra,1,21.55634918610405,9.0,0.2580000145826489,89,random_generated,80,0.7,16,28,seed42
astar,1,21.55634918610405,9.0,0.1228000037372112,33,random_generated,80,0.7,16,28,seed42
weighted_astar,1,21.55634918610405,9.0,0.0933000119403004,25,random_generated,80,0.7,16,28,seed42
jps_like,0,,,0.0694000045768916,15,random_generated,80,0.7,16,28,seed42
improved_astar,0,,,0.0683999969623982,15,random_generated,80,0.7,16,28,seed42
dijkstra,1,5.414213562373095,1.0,0.0563999928999692,17,random_generated,80,0.7,17,30,seed42
astar,1,5.414213562373095,1.0,0.021899992134422,6,random_generated,80,0.7,17,30,seed42
weighted_astar,1,5.414213562373095,1.0,0.0181000214070081,6,random_generated,80,0.7,17,30,seed42
jps_like,0,,,0.0198000052478164,5,random_generated,80,0.7,17,30,seed42
improved_astar,0,,,0.017599988495931,5,random_generated,80,0.7,17,30,seed42
dijkstra,1,9.65685424949238,6.0,0.1150999742094427,42,random_generated,80,0.7,18,31,seed42
astar,1,9.65685424949238,6.0,0.0490999955218285,14,random_generated,80,0.7,18,31,seed42
weighted_astar,1,9.65685424949238,6.0,0.0358000106643885,11,random_generated,80,0.7,18,31,seed42
jps_like,0,,,0.0759999966248869,15,random_generated,80,0.7,18,31,seed42
improved_astar,0,,,0.0742000120226293,15,random_generated,80,0.7,18,31,seed42
dijkstra,1,7.82842712474619,3.0,0.0768000027164816,24,random_generated,80,0.7,19,32,seed42
astar,1,7.82842712474619,3.0,0.0377999967895448,10,random_generated,80,0.7,19,32,seed42
weighted_astar,1,7.82842712474619,3.0,0.091399997472763,10,random_generated,80,0.7,19,32,seed42
jps_like,0,,,0.0353999785147607,7,random_generated,80,0.7,19,32,seed42
improved_astar,0,,,0.0489999947603791,7,random_generated,80,0.7,19,32,seed42
dijkstra,1,1.0,0.0,0.0235000043176114,4,random_generated,80,0.7,20,33,seed42
astar,1,1.0,0.0,0.010499992640689,2,random_generated,80,0.7,20,33,seed42
weighted_astar,1,1.0,0.0,0.006799993570894,2,random_generated,80,0.7,20,33,seed42
jps_like,1,1.0,0.0,0.0109999964479357,2,random_generated,80,0.7,20,33,seed42
improved_astar,1,1.0,0.0,0.0100000179372727,2,random_generated,80,0.7,20,33,seed42
dijkstra,1,1.4142135623730951,0.0,0.0245999835897237,5,random_generated,80,0.7,21,34,seed42
astar,1,1.4142135623730951,0.0,0.0093999842647463,2,random_generated,80,0.7,21,34,seed42
weighted_astar,1,1.4142135623730951,0.0,0.0060999882407486,2,random_generated,80,0.7,21,34,seed42
jps_like,1,1.4142135623730951,0.0,0.0109999964479357,2,random_generated,80,0.7,21,34,seed42
improved_astar,1,1.4142135623730951,0.0,0.0102000194601714,2,random_generated,80,0.7,21,34,seed42
dijkstra,1,10.071067811865476,6.0,0.1300000003539025,48,random_generated,80,0.7,22,36,seed42
astar,1,10.071067811865476,6.0,0.0470999802928417,15,random_generated,80,0.7,22,36,seed42
weighted_astar,1,10.071067811865476,6.0,0.0307999725919216,10,random_generated,80,0.7,22,36,seed42
jps_like,0,,,0.0162000069394707,4,random_generated,80,0.7,22,36,seed42
improved_astar,0,,,0.0143999932333827,4,random_generated,80,0.7,22,36,seed42
dijkstra,1,11.313708498984765,4.0,0.1320000155828893,20,random_generated,80,0.7,23,37,seed42
astar,1,11.313708498984765,4.0,0.0449999934062361,15,random_generated,80,0.7,23,37,seed42
weighted_astar,1,11.313708498984765,4.0,0.0333000207319855,12,random_generated,80,0.7,23,37,seed42
jps_like,0,,,0.0417999981436878,11,random_generated,80,0.7,23,37,seed42
improved_astar,0,,,0.0398999836761504,11,random_generated,80,0.7,23,37,seed42
dijkstra,1,5.242640687119285,3.0,0.0272000033874064,10,random_generated,80,0.7,24,38,seed42
astar,1,5.242640687119285,3.0,0.015400000847876,5,random_generated,80,0.7,24,38,seed42
weighted_astar,1,5.242640687119285,3.0,0.013899989426136,5,random_generated,80,0.7,24,38,seed42
jps_like,0,,,0.0031999952625483,1,random_generated,80,0.7,24,38,seed42
improved_astar,0,,,0.0032999960239976,1,random_generated,80,0.7,24,38,seed42
dijkstra,1,7.071067811865476,2.0,0.1162000116892159,33,random_generated,80,0.7,25,39,seed42
astar,1,7.071067811865476,2.0,0.0293999910354614,8,random_generated,80,0.7,25,39,seed42
weighted_astar,1,7.071067811865476,2.0,0.0214000174310058,7,random_generated,80,0.7,25,39,seed42
jps_like,0,,,0.0926000066101551,23,random_generated,80,0.7,25,39,seed42
improved_astar,0,,,0.0911999959498643,23,random_generated,80,0.7,25,39,seed42
dijkstra,1,17.313708498984763,11.0,0.1002000062726438,37,random_generated,80,0.7,26,41,seed42
astar,1,17.313708498984763,11.0,0.07410001126118,25,random_generated,80,0.7,26,41,seed42
weighted_astar,1,17.313708498984763,11.0,0.0618000049144029,23,random_generated,80,0.7,26,41,seed42
jps_like,0,,,0.0663000100757926,16,random_generated,80,0.7,26,41,seed42
improved_astar,0,,,0.0619000056758523,16,random_generated,80,0.7,26,41,seed42
dijkstra,1,1.4142135623730951,0.0,0.0069000234361737,2,random_generated,80,0.7,27,42,seed42
astar,1,1.4142135623730951,0.0,0.004600005922839,2,random_generated,80,0.7,27,42,seed42
weighted_astar,1,1.4142135623730951,0.0,0.0030999945010989,2,random_generated,80,0.7,27,42,seed42
jps_like,0,,,0.0034999975468963,1,random_generated,80,0.7,27,42,seed42
improved_astar,0,,,0.003399996785447,1,random_generated,80,0.7,27,42,seed42
dijkstra,1,4.82842712474619,2.0,0.0452999956905841,14,random_generated,80,0.7,28,44,seed42
astar,1,4.82842712474619,2.0,0.0180999923031777,5,random_generated,80,0.7,28,44,seed42
weighted_astar,1,4.82842712474619,2.0,0.0422000011894851,5,random_generated,80,0.7,28,44,seed42
jps_like,0,,,0.0130000116769224,3,random_generated,80,0.7,28,44,seed42
improved_astar,0,,,0.0144000223372131,3,random_generated,80,0.7,28,44,seed42
dijkstra,1,43.11269837220809,26.0,0.5315000016707927,195,random_generated,80,0.7,29,45,seed42
astar,1,43.11269837220809,26.0,0.3560000041034072,132,random_generated,80,0.7,29,45,seed42
weighted_astar,1,43.11269837220809,26.0,0.2921999839600175,115,random_generated,80,0.7,29,45,seed42
jps_like,0,,,0.0618000049144029,14,random_generated,80,0.7,29,45,seed42
improved_astar,0,,,0.0577000027988106,14,random_generated,80,0.7,29,45,seed42
dijkstra,1,8.65685424949238,5.0,0.4133000038564205,119,random_generated,100,0.3,0,0,seed42
astar,1,8.65685424949238,5.0,0.0714999914634972,20,random_generated,100,0.3,0,0,seed42
weighted_astar,1,8.65685424949238,5.0,0.0606999965384602,18,random_generated,100,0.3,0,0,seed42
jps_like,1,10.414213562373096,5.0,0.1852000132203102,32,random_generated,100,0.3,0,0,seed42
improved_astar,1,10.12310562561766,2.0,0.1541999808978289,27,random_generated,100,0.3,0,0,seed42
dijkstra,1,82.4680374315354,22.0,20.432399993296716,6180,random_generated,100,0.3,1,1,seed42
astar,1,82.46803743153541,24.0,1.273999980185181,266,random_generated,100,0.3,1,1,seed42
weighted_astar,1,84.22539674441612,26.0,0.4847999953199178,108,random_generated,100,0.3,1,1,seed42
jps_like,1,100.18376618407356,51.0,8.793899993179366,1090,random_generated,100,0.3,1,1,seed42
improved_astar,1,94.62912816998526,19.0,3.416099993046373,414,random_generated,100,0.3,1,1,seed42
dijkstra,1,101.66904755831207,29.0,22.80479998444207,6615,random_generated,100,0.3,2,2,seed42
astar,1,101.66904755831207,31.0,3.5764999920502305,849,random_generated,100,0.3,2,2,seed42
weighted_astar,1,107.4680374315354,34.0,1.0722999868448824,139,random_generated,100,0.3,2,2,seed42
jps_like,1,124.94112549695424,57.0,21.313700010068715,2783,random_generated,100,0.3,2,2,seed42
improved_astar,1,116.3470000956776,25.0,15.351700014434757,1782,random_generated,100,0.3,2,2,seed42
dijkstra,1,42.14213562373095,16.0,5.942199990386143,1731,random_generated,100,0.3,3,3,seed42
astar,1,42.14213562373095,13.0,0.8073000062722713,191,random_generated,100,0.3,3,3,seed42
weighted_astar,1,42.970562748477136,20.0,0.2758000046014786,63,random_generated,100,0.3,3,3,seed42
jps_like,1,47.89949493661166,24.0,2.6526000001467764,298,random_generated,100,0.3,3,3,seed42
improved_astar,1,42.695435501876254,13.0,1.5827000024728477,200,random_generated,100,0.3,3,3,seed42
dijkstra,1,57.04163056034261,22.0,10.08250002632849,3121,random_generated,100,0.3,4,4,seed42
astar,1,57.04163056034261,22.0,1.021300005959347,295,random_generated,100,0.3,4,4,seed42
weighted_astar,1,58.69848480983498,23.0,0.2616999845486134,63,random_generated,100,0.3,4,4,seed42
jps_like,1,63.97056274847713,21.0,4.449599975487217,601,random_generated,100,0.3,4,4,seed42
improved_astar,1,60.83386274500201,10.0,2.626699977554381,265,random_generated,100,0.3,4,4,seed42
dijkstra,1,25.970562748477143,13.0,4.051299998536706,1127,random_generated,100,0.3,5,5,seed42
astar,1,25.970562748477143,9.0,0.3018999996129423,72,random_generated,100,0.3,5,5,seed42
weighted_astar,1,25.970562748477143,7.0,0.1187000016216188,27,random_generated,100,0.3,5,5,seed42
jps_like,1,40.89949493661167,23.0,3.611000021919608,466,random_generated,100,0.3,5,5,seed42
improved_astar,1,35.39385794236916,8.0,2.414099988527596,354,random_generated,100,0.3,5,5,seed42
dijkstra,1,80.0121933088197,19.0,15.050599991809577,4870,random_generated,100,0.3,6,6,seed42
astar,1,80.0121933088197,23.0,0.5048000020906329,87,random_generated,100,0.3,6,6,seed42
weighted_astar,1,83.32590180780447,34.0,0.5072999920230359,95,random_generated,100,0.3,6,6,seed42
jps_like,1,95.28427124746187,41.0,5.770699994172901,590,random_generated,100,0.3,6,6,seed42
improved_astar,1,92.85334073966996,18.0,1.1868999863509089,162,random_generated,100,0.3,6,6,seed42
dijkstra,1,88.66904755831206,26.0,17.280400003073737,5051,random_generated,100,0.3,7,7,seed42
astar,1,88.6690475583121,26.0,4.254699975717813,1047,random_generated,100,0.3,7,7,seed42
weighted_astar,1,90.91168824543138,37.0,0.5746999813709408,135,random_generated,100,0.3,7,7,seed42
jps_like,1,102.28427124746187,42.0,8.719999983441085,1166,random_generated,100,0.3,7,7,seed42
improved_astar,1,93.60599075943266,20.0,2.508700010366738,337,random_generated,100,0.3,7,7,seed42
dijkstra,1,17.48528137423857,10.0,1.622599986148998,534,random_generated,100,0.3,8,8,seed42
astar,1,17.48528137423857,10.0,0.2365000254940241,65,random_generated,100,0.3,8,8,seed42
weighted_astar,1,17.48528137423857,9.0,0.152299995534122,44,random_generated,100,0.3,8,8,seed42
jps_like,1,19.242640687119287,8.0,0.4275999963283539,63,random_generated,100,0.3,8,8,seed42
improved_astar,1,16.441248002670473,5.0,0.3482000029180199,50,random_generated,100,0.3,8,8,seed42
dijkstra,1,85.81118318204301,23.0,19.323999993503094,5610,random_generated,100,0.3,9,9,seed42
astar,1,85.81118318204301,28.0,1.534299983177334,392,random_generated,100,0.3,9,9,seed42
weighted_astar,1,86.63961030678921,35.0,0.3198000194970518,74,random_generated,100,0.3,9,9,seed42
jps_like,1,108.5979797464466,50.0,7.751900004222989,1051,random_generated,100,0.3,9,9,seed42
improved_astar,1,101.83351022552148,21.0,3.6364999832585454,514,random_generated,100,0.3,9,9,seed42
dijkstra,1,20.07106781186548,5.0,1.4221000019460917,446,random_generated,100,0.3,10,10,seed42
astar,1,20.07106781186548,7.0,0.2665000210981816,69,random_generated,100,0.3,10,10,seed42
weighted_astar,1,20.07106781186548,7.0,0.1137999934144318,28,random_generated,100,0.3,10,10,seed42
jps_like,1,25.82842712474619,10.0,1.156000012997538,160,random_generated,100,0.3,10,10,seed42
improved_astar,1,25.2664876890654,4.0,1.0266000172123313,132,random_generated,100,0.3,10,10,seed42
dijkstra,1,82.8406204335659,31.0,21.663299994543195,6629,random_generated,100,0.3,11,11,seed42
astar,1,82.8406204335659,27.0,1.4582000148948282,328,random_generated,100,0.3,11,11,seed42
weighted_astar,1,84.49747468305829,30.0,0.3801000129897147,88,random_generated,100,0.3,11,11,seed42
jps_like,1,103.87005768508875,52.0,13.332300004549325,1888,random_generated,100,0.3,11,11,seed42
improved_astar,1,94.96774519048938,24.0,6.97990000480786,1012,random_generated,100,0.3,11,11,seed42
dijkstra,1,70.56854249492376,17.0,8.765899983700365,2648,random_generated,100,0.3,12,12,seed42
astar,1,70.56854249492376,17.0,1.0571999882813543,255,random_generated,100,0.3,12,12,seed42
weighted_astar,1,70.81118318204304,19.0,0.3104999777860939,70,random_generated,100,0.3,12,12,seed42
jps_like,1,87.45584412271567,46.0,7.774599973345175,1095,random_generated,100,0.3,12,12,seed42
improved_astar,1,79.29900925405607,16.0,3.64179999451153,489,random_generated,100,0.3,12,12,seed42
dijkstra,1,74.39696961966993,23.0,14.672999997856095,4503,random_generated,100,0.3,13,13,seed42
astar,1,74.39696961966993,21.0,0.9950000094249845,264,random_generated,100,0.3,13,13,seed42
weighted_astar,1,76.98275605729684,27.0,0.3441000008024275,75,random_generated,100,0.3,13,13,seed42
jps_like,1,103.1837661840735,43.0,9.309599990956483,1123,random_generated,100,0.3,13,13,seed42
improved_astar,1,95.59132910405206,20.0,2.455800015013665,325,random_generated,100,0.3,13,13,seed42
dijkstra,1,41.69848480983499,9.0,7.330399996135384,2262,random_generated,100,0.3,14,14,seed42
astar,1,41.69848480983499,13.0,0.2784000243991613,64,random_generated,100,0.3,14,14,seed42
weighted_astar,1,42.52691193458117,11.0,0.2037999802269041,41,random_generated,100,0.3,14,14,seed42
jps_like,1,50.97056274847713,20.0,2.207000012276694,324,random_generated,100,0.3,14,14,seed42
improved_astar,1,47.2425739671871,9.0,1.2865000171586871,158,random_generated,100,0.3,14,14,seed42
dijkstra,1,56.59797974644663,21.0,10.26320000528358,3001,random_generated,100,0.3,15,15,seed42
astar,1,56.59797974644663,21.0,0.5477000086102635,129,random_generated,100,0.3,15,15,seed42
weighted_astar,1,56.59797974644663,14.0,0.2571000077296048,53,random_generated,100,0.3,15,15,seed42
jps_like,1,63.62741699796949,31.0,4.8457999946549535,529,random_generated,100,0.3,15,15,seed42
improved_astar,1,62.50945374602621,8.0,1.994499994907528,225,random_generated,100,0.3,15,15,seed42
dijkstra,1,69.69848480983497,32.0,20.470699993893504,5820,random_generated,100,0.3,16,16,seed42
astar,1,69.69848480983497,25.0,2.4590000102762133,561,random_generated,100,0.3,16,16,seed42
weighted_astar,1,71.35533905932735,27.0,0.4742000019177794,78,random_generated,100,0.3,16,16,seed42
jps_like,1,78.28427124746187,34.0,6.464399979449809,840,random_generated,100,0.3,16,16,seed42
improved_astar,1,72.13710678290774,12.0,3.994099999545142,561,random_generated,100,0.3,16,16,seed42
dijkstra,1,69.35533905932733,25.0,14.27380001405254,4363,random_generated,100,0.3,17,17,seed42
astar,1,69.35533905932735,27.0,2.487800025846809,524,random_generated,100,0.3,17,17,seed42
weighted_astar,1,71.59797974644664,27.0,0.3675999760162085,80,random_generated,100,0.3,17,17,seed42
jps_like,1,80.0416305603426,35.0,5.7311000127810985,739,random_generated,100,0.3,17,17,seed42
improved_astar,1,74.21411028089582,21.0,2.3329999821726237,276,random_generated,100,0.3,17,17,seed42
dijkstra,1,89.2253967444161,33.0,16.06339999125339,4602,random_generated,100,0.3,18,18,seed42
astar,1,89.2253967444161,33.0,2.541900001233444,605,random_generated,100,0.3,18,18,seed42
weighted_astar,1,89.4680374315354,33.0,0.4561000096146017,94,random_generated,100,0.3,18,18,seed42
jps_like,1,103.52691193458114,40.0,10.89850001153536,1438,random_generated,100,0.3,18,18,seed42
improved_astar,1,93.09231564952836,20.0,3.664799995021895,455,random_generated,100,0.3,18,18,seed42
dijkstra,1,48.21320343559641,25.0,10.403499996755272,3222,random_generated,100,0.3,19,19,seed42
astar,1,48.21320343559641,22.0,0.9917999850586056,215,random_generated,100,0.3,19,19,seed42
weighted_astar,1,49.8700576850888,20.0,0.2758000046014786,55,random_generated,100,0.3,19,19,seed42
jps_like,1,56.89949493661166,27.0,5.256200005533174,677,random_generated,100,0.3,19,19,seed42
improved_astar,1,54.43804540804808,10.0,4.182200005743653,558,random_generated,100,0.3,19,19,seed42
dijkstra,1,20.899494936611667,8.0,2.3880999942775816,697,random_generated,100,0.3,20,20,seed42
astar,1,20.899494936611667,7.0,0.2907000016421079,43,random_generated,100,0.3,20,20,seed42
weighted_astar,1,20.899494936611667,8.0,0.1631999912206083,37,random_generated,100,0.3,20,20,seed42
jps_like,1,28.656854249492383,12.0,1.3766999763902277,195,random_generated,100,0.3,20,20,seed42
improved_astar,1,26.867444035869617,4.0,1.282299985177815,169,random_generated,100,0.3,20,20,seed42
dijkstra,1,109.42640687119278,35.0,22.55140000488609,6646,random_generated,100,0.3,21,21,seed42
astar,1,109.42640687119278,38.0,4.534200008492917,907,random_generated,100,0.3,21,21,seed42
weighted_astar,1,118.88225099390849,49.0,0.7926999824121594,152,random_generated,100,0.3,21,21,seed42
jps_like,1,126.11269837220806,50.0,22.322399978293102,2678,random_generated,100,0.3,21,21,seed42
improved_astar,1,119.49884278056726,29.0,7.446200004778802,983,random_generated,100,0.3,21,21,seed42
dijkstra,1,84.18376618407352,34.0,22.95529999537393,6560,random_generated,100,0.3,22,22,seed42
astar,1,84.18376618407353,29.0,1.3421999756246803,285,random_generated,100,0.3,22,22,seed42
weighted_astar,1,86.91168824543136,33.0,0.3862000012304634,79,random_generated,100,0.3,22,22,seed42
jps_like,1,96.0416305603426,44.0,10.51790002384223,1315,random_generated,100,0.3,22,22,seed42
improved_astar,1,87.49080337681691,23.0,2.632099989568814,404,random_generated,100,0.3,22,22,seed42
dijkstra,1,56.87005768508878,22.0,10.52670000353828,3484,random_generated,100,0.3,23,23,seed42
astar,1,56.87005768508878,25.0,1.423199981218204,362,random_generated,100,0.3,23,23,seed42
weighted_astar,1,58.526911934581165,26.0,0.2437999937683344,61,random_generated,100,0.3,23,23,seed42
jps_like,1,70.14213562373095,36.0,5.616899987217039,871,random_generated,100,0.3,23,23,seed42
improved_astar,1,64.549005770056,18.0,2.4153999984264374,384,random_generated,100,0.3,23,23,seed42
dijkstra,1,45.142135623730944,14.0,11.975999979767948,3667,random_generated,100,0.3,24,24,seed42
astar,1,45.142135623730944,16.0,0.5745000089518726,130,random_generated,100,0.3,24,24,seed42
