map_name,size,ratio,algorithm,effective_repeats,success_rate,runtime_ms_mean,runtime_ms_std,path_length_mean,turn_count_mean,expanded_nodes_mean
arena.map,49,0.1445231153685964,dijkstra,30,1,2.052943332819268,1.9298540549383116,5.960779216362095,1.0333333333333334,105.93333333333334
arena.map,49,0.1445231153685964,astar,30,1,0.20351666025817394,0.1426612336539504,5.960779216362095,1.1666666666666667,6.933333333333334
arena.map,49,0.1445231153685964,weighted_astar,30,1,0.168513334938325,0.10222908571069596,5.960779216362095,0.8666666666666667,5.966666666666667
arena.map,49,0.1445231153685964,improved_astar,30,1,0.20297666584762433,0.174948985198964,5.659387215784249,0.06666666666666667,5.966666666666667
arena.map,49,0.1445231153685964,ablation_no_adaptive,30,1,0.19345333178838095,0.15001694444034422,5.659387215784249,0.06666666666666667,5.966666666666667
arena.map,49,0.1445231153685964,ablation_no_smoothing,30,1,0.19557333240906397,0.10860812835891248,5.960779216362095,0.8666666666666667,5.966666666666667
arena2.map,281,0.5860477787805003,dijkstra,30,1,2.4918466651191316,1.860852763113102,6.391743622633245,0.9,126.36666666666666
arena2.map,281,0.5860477787805003,astar,30,1,0.26297666772734374,0.15351334196595617,6.391743622633245,1.3666666666666667,8.666666666666666
arena2.map,281,0.5860477787805003,weighted_astar,30,1,0.22134333460902175,0.1054329500541209,6.391743622633246,0.9,6.7
arena2.map,281,0.5860477787805003,improved_astar,30,1,0.3061800021290158,0.2747236247863686,6.133454831958846,0.1,8.666666666666666
arena2.map,281,0.5860477787805003,ablation_no_adaptive,30,1,0.21488333586603403,0.09407730791523515,6.132690996916974,0.1,6.7
arena2.map,281,0.5860477787805003,ablation_no_smoothing,30,1,0.27258333284407854,0.15600023369016772,6.391743622633245,1.3666666666666667,8.666666666666666
brc000d.map,261,0.5682126511322808,dijkstra,30,1,3.809206664057759,3.9089157807773596,6.222708028904396,0.9333333333333333,121.76666666666667
brc000d.map,261,0.5682126511322808,astar,30,1,0.373016664525494,0.3296431894306558,6.222708028904396,1.2333333333333334,7.3
brc000d.map,261,0.5682126511322808,weighted_astar,30,1,0.29975666451112676,0.26019055765593635,6.222708028904396,0.9333333333333333,6.533333333333333
brc000d.map,261,0.5682126511322808,improved_astar,30,1,0.36559999668194604,0.30032822089754907,5.894137847430445,0.1,7.3
brc000d.map,261,0.5682126511322808,ablation_no_adaptive,30,1,0.35539333378740895,0.4547095428129831,5.891238809168276,0.1,6.533333333333333
brc000d.map,261,0.5682126511322808,ablation_no_smoothing,30,1,0.32545000431127846,0.244785143898791,6.222708028904396,1.2333333333333334,7.3
brc100d.map,512,0.8768459413109756,dijkstra,30,1,3.1471333369457475,2.5925142298767954,6.138884074712348,0.8666666666666667,114.36666666666666
brc100d.map,512,0.8768459413109756,astar,30,1,0.3457666646378736,0.18356823498335084,6.138884074712348,1,7.8
brc100d.map,512,0.8768459413109756,weighted_astar,30,1,0.27854666695930064,0.12732394152621682,6.138884074712349,0.7,6.2
brc100d.map,512,0.8768459413109756,improved_astar,30,1,0.35731000049660605,0.1879142436084491,5.819984521346584,0,7.8
brc100d.map,512,0.8768459413109756,ablation_no_adaptive,30,1,0.28261666593607515,0.1538719733938298,5.819984521346584,0,6.2
brc100d.map,512,0.8768459413109756,ablation_no_smoothing,30,1,0.3606799989938736,0.1816637691323185,6.138884074712348,1,7.8
brc101d.map,639,0.8782195487741262,dijkstra,30,1,2.879686666225704,2.4184765843711755,6.052691193458118,1.0666666666666667,110.5
brc101d.map,639,0.8782195487741262,astar,30,1,0.32666666763058555,0.2068133786849981,6.052691193458118,1.3666666666666667,8.8
brc101d.map,639,0.8782195487741262,weighted_astar,30,1,0.24119999628358832,0.11636724122626642,6.052691193458119,0.7666666666666667,6.1
brc101d.map,639,0.8782195487741262,improved_astar,30,1,0.3567533305613324,0.21330675438928684,5.718481607708424,0,8.8
brc101d.map,639,0.8782195487741262,ablation_no_adaptive,30,1,0.24239000437470773,0.10380630850625713,5.718481607708424,0,6.1
brc101d.map,639,0.8782195487741262,ablation_no_smoothing,30,1,0.35433666489552706,0.2226421578568008,6.052691193458118,1.3666666666666667,8.8
