map_name,size,ratio,algorithm,effective_repeats,success_rate,runtime_ms_mean,runtime_ms_std,path_length_mean,turn_count_mean,expanded_nodes_mean
battleground.map,512,0.6480255126953125,dijkstra,30,1,5.57051000262921,4.922916979938992,6.137902832994921,0.7666666666666667,126.76666666666667
battleground.map,512,0.6480255126953125,astar,30,1,0.5180966671711454,0.41150387731258625,6.137902832994921,1.1333333333333333,7.333333333333333
battleground.map,512,0.6480255126953125,weighted_astar,30,1,0.4032066703075543,0.19889535325344626,6.137902832994921,0.7,6.033333333333333
battleground.map,512,0.6480255126953125,improved_astar,30,1,0.5515366656860957,0.3073380229275219,5.878181772169503,0.06666666666666667,7.333333333333333
battleground.map,512,0.6480255126953125,ablation_no_adaptive,30,1,0.4247233329806477,0.23137755454723297,5.878181772169503,0.06666666666666667,6.033333333333333
battleground.map,512,0.6480255126953125,ablation_no_smoothing,30,1,0.5318733359066149,0.2760177995518666,6.137902832994921,1.1333333333333333,7.333333333333333
blastedlands.map,512,0.4987373352050781,dijkstra,30,1,5.561256669655752,5.111318749075522,6.2398653164297775,0.9333333333333333,121.76666666666667
blastedlands.map,512,0.4987373352050781,astar,30,1,0.5534666658301527,0.37018649870031906,6.2398653164297775,1.2333333333333334,8.766666666666667
blastedlands.map,512,0.4987373352050781,weighted_astar,30,1,0.4270999983418733,0.22796769679277964,6.2398653164297775,0.7666666666666667,6.466666666666667
blastedlands.map,512,0.4987373352050781,improved_astar,30,1,0.6346633337670937,0.39043935496572996,5.918482210990628,0,8.766666666666667
blastedlands.map,512,0.4987373352050781,ablation_no_adaptive,30,1,0.4156233345080788,0.20077576246719842,5.918482210990628,0,6.466666666666667
blastedlands.map,512,0.4987373352050781,ablation_no_smoothing,30,1,0.6289399975988393,0.4989891269732134,6.2398653164297775,1.2333333333333334,8.766666666666667
bloodvenomfalls.map,512,0.557281494140625,dijkstra,30,1,6.11164999815325,5.25183966660707,6.48700576850888,1.0666666666666667,137.13333333333333
bloodvenomfalls.map,512,0.557281494140625,astar,30,1,0.5736133374739438,0.3262338926946696,6.48700576850888,1.1,8.733333333333333
bloodvenomfalls.map,512,0.557281494140625,weighted_astar,30,1,0.43832333176396787,0.20337618374869165,6.48700576850888,0.8666666666666667,6.7
bloodvenomfalls.map,512,0.557281494140625,improved_astar,30,1,0.5948966669772441,0.33813233714531665,6.150789490892528,0.03333333333333333,8.733333333333333
bloodvenomfalls.map,512,0.557281494140625,ablation_no_adaptive,30,1,0.49079666496254504,0.24610968691759863,6.150789490892528,0.03333333333333333,6.7
bloodvenomfalls.map,512,0.557281494140625,ablation_no_smoothing,30,1,0.6120066643537333,0.29976030775849255,6.48700576850888,1.1,8.733333333333333
bootybay.map,512,0.7149009704589844,dijkstra,30,1,5.291043334485342,4.540150830422584,5.82842712474619,0.5666666666666667,114.33333333333333
bootybay.map,512,0.7149009704589844,astar,30,1,0.5310233342849339,0.331057685453704,5.82842712474619,0.9333333333333333,7.9
bootybay.map,512,0.7149009704589844,weighted_astar,30,1,0.3784266630342851,0.18989824769029834,5.828427124746191,0.5,6
bootybay.map,512,0.7149009704589844,improved_astar,30,1,0.5578233355966707,0.33966040469532305,5.60840875879487,0,7.9
bootybay.map,512,0.7149009704589844,ablation_no_adaptive,30,1,0.4147266629540051,0.25124397248858304,5.60840875879487,0,6
bootybay.map,512,0.7149009704589844,ablation_no_smoothing,30,1,0.5567466675226266,0.32490014101189857,5.82842712474619,0.9333333333333333,7.9
darkforest.map,512,0.6194496154785156,dijkstra,30,1,6.2219400046160445,5.110087313928373,6.435533905932737,1,144.86666666666667
darkforest.map,512,0.6194496154785156,astar,30,1,0.6424033335254838,0.4371989780214812,6.435533905932737,1.0666666666666667,9.833333333333334
darkforest.map,512,0.6194496154785156,weighted_astar,30,1,0.4156766663072631,0.2149958050153694,6.435533905932738,0.7333333333333333,6.4
darkforest.map,512,0.6194496154785156,improved_astar,30,1,0.6579666679802662,0.4047463876487635,6.083032980746614,0,9.833333333333334
darkforest.map,512,0.6194496154785156,ablation_no_adaptive,30,1,0.4270766667711238,0.24192628880984932,6.083032980746614,0,6.4
darkforest.map,512,0.6194496154785156,ablation_no_smoothing,30,1,0.6166266665483514,0.41725287128523963,6.435533905932737,1.0666666666666667,9.833333333333334
