source,maps,runtime_ratio_improved_vs_astar,path_delta_improved_minus_astar,turn_delta_improved_minus_astar,expanded_delta_improved_minus_astar
v3_strict_scen,15,2.8415965319575247,-0.30578866473210703,-1.1066666666666667,-2.5844444444444448
