algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
improved_astar,1,2.23606797749979,0,0.01850000990089029,4,20,0.7,18,18
dijkstra,1,6.82842712474619,3,0.07690000347793102,25,20,0.7,19,19
astar,1,6.82842712474619,3,0.03300000389572233,9,20,0.7,19,19
weighted_astar,1,6.82842712474619,3,0.030800001695752144,9,20,0.7,19,19
jps_like,1,6.82842712474619,3,0.05809999129269272,9,20,0.7,19,19
improved_astar,1,6.650281539872885,3,0.07520000508520752,12,20,0.7,19,19
dijkstra,1,2.0,0,0.018000006093643606,3,20,0.7,20,20
astar,1,2.0,0,0.00960000033956021,3,20,0.7,20,20
weighted_astar,1,2.0,0,0.006600006599910557,3,20,0.7,20,20
jps_like,1,2.0,0,0.012999997125007212,3,20,0.7,20,20
improved_astar,1,2.0,0,0.018400009139440954,3,20,0.7,20,20
dijkstra,1,2.414213562373095,1,0.014299992471933365,4,20,0.7,21,21
astar,1,2.414213562373095,1,0.009700001101009548,3,20,0.7,21,21
weighted_astar,1,2.414213562373095,1,0.008000002708286047,3,20,0.7,21,21
jps_like,1,2.414213562373095,1,0.011099997209385037,3,20,0.7,21,21
improved_astar,1,2.414213562373095,1,0.011299998732283711,3,20,0.7,21,21
dijkstra,1,5.242640687119285,2,0.04630000330507755,16,20,0.7,22,22
astar,1,5.242640687119285,2,0.025300003471784294,6,20,0.7,22,22
weighted_astar,1,5.242640687119285,2,0.01999999221879989,6,20,0.7,22,22
jps_like,1,5.242640687119285,2,0.033199990866705775,6,20,0.7,22,22
improved_astar,1,4.23606797749979,1,0.04159999662078917,7,20,0.7,22,22
dijkstra,1,17.142135623730955,7,0.10760000441223383,40,20,0.7,23,23
astar,1,17.142135623730955,7,0.06370000483002514,20,20,0.7,23,23
weighted_astar,1,17.142135623730955,7,0.14850001025479287,19,20,0.7,23,23
jps_like,1,17.14213562373095,8,0.08840000373311341,17,20,0.7,23,23
improved_astar,1,14.727968770336455,6,0.12080000306013972,26,20,0.7,23,23
dijkstra,1,2.0,0,0.02409999433439225,7,20,0.7,24,24
astar,1,2.0,0,0.01410000550094992,3,20,0.7,24,24
weighted_astar,1,2.0,0,0.01030000566970557,3,20,0.7,24,24
jps_like,1,2.0,0,0.015200013876892626,3,20,0.7,24,24
improved_astar,1,2.0,0,0.013900003978051245,3,20,0.7,24,24
dijkstra,1,1.0,0,0.01239999255631119,3,20,0.7,25,25
astar,1,1.0,0,0.007100010407157242,2,20,0.7,25,25
weighted_astar,1,1.0,0,0.005800000508315861,2,20,0.7,25,25
jps_like,1,1.0,0,0.009499999578110874,2,20,0.7,25,25
improved_astar,1,1.0,0,0.00960000033956021,2,20,0.7,25,25
dijkstra,1,5.82842712474619,1,0.0670000008540228,19,20,0.7,26,26
astar,1,5.82842712474619,1,0.028399997972883284,7,20,0.7,26,26
weighted_astar,1,5.82842712474619,1,0.02680000034160912,7,20,0.7,26,26
jps_like,1,5.82842712474619,1,0.04460000491235405,7,20,0.7,26,26
improved_astar,1,5.39834563766817,1,0.049700000090524554,8,20,0.7,26,26
dijkstra,1,2.0,0,0.021900006686337292,6,20,0.7,27,27
astar,1,2.0,0,0.011299998732283711,3,20,0.7,27,27
weighted_astar,1,2.0,0,0.010000003385357559,3,20,0.7,27,27
jps_like,1,2.0,0,0.010599993402138352,2,20,0.7,27,27
improved_astar,1,2.0,0,0.016599995433352888,3,20,0.7,27,27
dijkstra,1,8.071067811865476,5,0.028700000257231295,8,20,0.7,28,28
astar,1,8.071067811865476,5,0.022899999748915434,8,20,0.7,28,28
weighted_astar,1,8.071067811865476,5,0.021799991372972727,8,20,0.7,28,28
jps_like,1,8.071067811865476,5,0.030099996365606785,8,20,0.7,28,28
