algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
jps_like,1,3.414213562373095,1,0.048000001697801054,5,20,0.3,7,7
improved_astar,1,3.1622776601683795,0,0.07059999916236848,3,20,0.3,7,7
dijkstra,1,14.65685424949238,4,0.8020999957807362,234,20,0.3,8,8
astar,1,14.65685424949238,4,0.12759999663103372,28,20,0.3,8,8
weighted_astar,1,14.65685424949238,4,0.08589999924879521,18,20,0.3,8,8
jps_like,1,14.65685424949238,4,0.2872000040952116,28,20,0.3,8,8
improved_astar,1,13.924381783261998,3,0.09329999738838524,8,20,0.3,8,8
dijkstra,1,13.656854249492383,5,0.37480000173673034,114,20,0.3,9,9
astar,1,13.656854249492383,5,0.2192999963881448,36,20,0.3,9,9
weighted_astar,1,13.656854249492383,4,0.08749999688006938,18,20,0.3,9,9
jps_like,1,13.656854249492381,6,0.4084999964106828,35,20,0.3,9,9
improved_astar,1,12.233345472033855,2,0.12079998850822449,12,20,0.3,9,9
dijkstra,1,15.899494936611669,3,0.5807999987155199,196,20,0.3,10,10
astar,1,15.899494936611669,3,0.1863000070443377,23,20,0.3,10,10
weighted_astar,1,15.899494936611669,4,0.08180001168511808,18,20,0.3,10,10
jps_like,1,15.899494936611664,4,0.13080000644549727,12,20,0.3,10,10
improved_astar,1,15.645764924552132,2,0.09580000187270343,9,20,0.3,10,10
dijkstra,1,5.242640687119286,1,0.16419999883510172,51,20,0.3,11,11
astar,1,5.242640687119286,1,0.02479999966453761,6,20,0.3,11,11
