map_name,size,ratio,algorithm,effective_repeats,success_rate,runtime_ms_mean,runtime_ms_std,path_length_mean,turn_count_mean,expanded_nodes_mean,source
blastedlands.map,512,0.4987373352050781,weighted_astar,30,1,0.4270999983418733,0.2279676967927796,6.2398653164297775,0.7666666666666667,6.466666666666667,exp_fix15_wc3_v1_summary.csv
blastedlands.map,512,0.4987373352050781,improved_astar,30,1,0.6346633337670937,0.3904393549657299,5.918482210990628,0.0,8.766666666666667,exp_fix15_wc3_v1_summary.csv
blastedlands.map,512,0.4987373352050781,ablation_no_adaptive,30,1,0.4156233345080788,0.2007757624671984,5.918482210990628,0.0,6.466666666666667,exp_fix15_wc3_v1_summary.csv
blastedlands.map,512,0.4987373352050781,ablation_no_smoothing,30,1,0.6289399975988393,0.4989891269732134,6.2398653164297775,1.2333333333333334,8.766666666666667,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,dijkstra,30,1,6.11164999815325,5.25183966660707,6.48700576850888,1.0666666666666669,137.13333333333333,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,astar,30,1,0.5736133374739438,0.3262338926946696,6.48700576850888,1.1,8.733333333333333,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,weighted_astar,30,1,0.4383233317639678,0.2033761837486916,6.48700576850888,0.8666666666666667,6.7,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,improved_astar,30,1,0.5948966669772441,0.3381323371453166,6.150789490892528,0.0333333333333333,8.733333333333333,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,ablation_no_adaptive,30,1,0.490796664962545,0.2461096869175986,6.150789490892528,0.0333333333333333,6.7,exp_fix15_wc3_v1_summary.csv
bloodvenomfalls.map,512,0.557281494140625,ablation_no_smoothing,30,1,0.6120066643537333,0.2997603077584925,6.48700576850888,1.1,8.733333333333333,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,dijkstra,30,1,5.291043334485342,4.540150830422584,5.82842712474619,0.5666666666666667,114.33333333333331,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,astar,30,1,0.5310233342849339,0.331057685453704,5.82842712474619,0.9333333333333332,7.9,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,weighted_astar,30,1,0.3784266630342851,0.1898982476902983,5.828427124746191,0.5,6.0,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,improved_astar,30,1,0.5578233355966707,0.339660404695323,5.60840875879487,0.0,7.9,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,ablation_no_adaptive,30,1,0.4147266629540051,0.251243972488583,5.60840875879487,0.0,6.0,exp_fix15_wc3_v1_summary.csv
bootybay.map,512,0.7149009704589844,ablation_no_smoothing,30,1,0.5567466675226266,0.3249001410118985,5.82842712474619,0.9333333333333332,7.9,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,dijkstra,30,1,6.2219400046160445,5.110087313928373,6.435533905932737,1.0,144.86666666666667,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,astar,30,1,0.6424033335254838,0.4371989780214812,6.435533905932737,1.0666666666666669,9.833333333333334,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,weighted_astar,30,1,0.4156766663072631,0.2149958050153694,6.435533905932738,0.7333333333333333,6.4,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,improved_astar,30,1,0.6579666679802662,0.4047463876487635,6.083032980746614,0.0,9.833333333333334,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,ablation_no_adaptive,30,1,0.4270766667711238,0.2419262888098493,6.083032980746614,0.0,6.4,exp_fix15_wc3_v1_summary.csv
darkforest.map,512,0.6194496154785156,ablation_no_smoothing,30,1,0.6166266665483514,0.4172528712852396,6.435533905932737,1.0666666666666669,9.833333333333334,exp_fix15_wc3_v1_summary.csv
