algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,map_name,size,ratio,run_id,attempt_id
weighted_astar,1,15.899494936611669,4,0.08070000330917537,18,random_generated,20,0.3,10,10
jps_like,1,18.242640687119287,8,0.35089999437332153,46,random_generated,20,0.3,10,10
improved_astar,1,17.5959956062641,3,0.24200000916607678,31,random_generated,20,0.3,10,10
dijkstra,1,5.242640687119286,1,0.15960002201609313,51,random_generated,20,0.3,11,11
astar,1,5.242640687119286,1,0.024399982066825032,6,random_generated,20,0.3,11,11
weighted_astar,1,5.242640687119286,1,0.01889999839477241,5,random_generated,20,0.3,11,11
jps_like,1,7.0,2,0.058999983593821526,11,random_generated,20,0.3,11,11
improved_astar,1,7.0,3,0.042400002712383866,8,random_generated,20,0.3,11,11
dijkstra,1,4.82842712474619,1,0.09270000737160444,29,random_generated,20,0.3,12,12
astar,1,4.82842712474619,1,0.023100001271814108,5,random_generated,20,0.3,12,12
weighted_astar,1,4.82842712474619,1,0.023500004317611456,5,random_generated,20,0.3,12,12
jps_like,1,4.82842712474619,2,0.04230000195093453,5,random_generated,20,0.3,12,12
improved_astar,1,4.47213595499958,0,0.04060001811012626,5,random_generated,20,0.3,12,12
dijkstra,1,14.242640687119286,5,0.7363999902736396,250,random_generated,20,0.3,13,13
astar,1,14.242640687119286,5,0.09519999730400741,24,random_generated,20,0.3,13,13
weighted_astar,1,15.071067811865476,7,0.07110001752153039,18,random_generated,20,0.3,13,13
jps_like,1,16.242640687119284,8,0.41030001011677086,48,random_generated,20,0.3,13,13
improved_astar,1,14.646461980895667,3,0.21050000214017928,22,random_generated,20,0.3,13,13
dijkstra,1,16.899494936611667,6,0.731800013454631,266,random_generated,20,0.3,14,14
astar,1,16.899494936611667,6,0.09439999121241271,25,random_generated,20,0.3,14,14
weighted_astar,1,16.899494936611667,8,0.0604000233579427,15,random_generated,20,0.3,14,14
jps_like,1,22.07106781186548,12,0.6257999921217561,90,random_generated,20,0.3,14,14
improved_astar,1,19.364084996010927,4,0.48600000445730984,69,random_generated,20,0.3,14,14
dijkstra,1,10.485281374238571,3,0.45670001418329775,157,random_generated,20,0.3,15,15
astar,1,10.485281374238571,4,0.07540002116002142,17,random_generated,20,0.3,15,15
weighted_astar,1,10.485281374238571,4,0.03960001049563289,9,random_generated,20,0.3,15,15
jps_like,1,11.65685424949238,5,0.1925000105984509,25,random_generated,20,0.3,15,15
improved_astar,1,10.219544457292887,1,0.17759998445399106,19,random_generated,20,0.3,15,15
dijkstra,1,13.071067811865476,8,0.5614999972749501,192,random_generated,20,0.3,16,16
astar,1,13.071067811865476,8,0.07690000347793102,20,random_generated,20,0.3,16,16
weighted_astar,1,13.071067811865476,8,0.0481999886687845,13,random_generated,20,0.3,16,16
jps_like,1,24.242640687119287,13,0.5227999936323613,79,random_generated,20,0.3,16,16
improved_astar,1,22.106514158872866,6,0.4045999958179891,60,random_generated,20,0.3,16,16
dijkstra,1,8.0,0,0.14210000517778099,49,random_generated,20,0.3,17,17
astar,1,8.0,0,0.0391000066883862,9,random_generated,20,0.3,17,17
weighted_astar,1,8.0,0,0.03560000914148986,9,random_generated,20,0.3,17,17
jps_like,1,8.0,1,0.07360000745393336,9,random_generated,20,0.3,17,17
improved_astar,1,8.0,0,0.03460000152699649,4,random_generated,20,0.3,17,17
dijkstra,1,4.82842712474619,3,0.16870000399649143,48,random_generated,20,0.3,18,18
astar,1,4.82842712474619,3,0.028099981136620045,6,random_generated,20,0.3,18,18
weighted_astar,1,4.82842712474619,3,0.02549999044276774,5,random_generated,20,0.3,18,18
jps_like,1,6.0,1,0.11940000695176423,13,random_generated,20,0.3,18,18
improved_astar,1,4.650281539872885,2,0.07410001126118004,9,random_generated,20,0.3,18,18
dijkstra,1,17.899494936611667,7,0.4712000081781298,151,random_generated,20,0.3,19,19
astar,1,17.899494936611667,9,0.3313999914098531,43,random_generated,20,0.3,19,19
weighted_astar,1,17.899494936611667,9,0.23479998344555497,37,random_generated,20,0.3,19,19
jps_like,0,nan,nan,0.0109999964479357,2,random_generated,20,0.3,19,19
improved_astar,0,nan,nan,0.008499977411702275,2,random_generated,20,0.3,19,19
dijkstra,1,17.142135623730955,3,0.5444000125862658,194,random_generated,20,0.3,20,20
astar,1,17.142135623730955,5,0.08120000711642206,19,random_generated,20,0.3,20,20
weighted_astar,1,17.142135623730955,5,0.05979998968541622,14,random_generated,20,0.3,20,20
jps_like,1,24.414213562373096,9,0.4523000097833574,77,random_generated,20,0.3,20,20
improved_astar,1,22.634413615167958,6,0.4776999994646758,68,random_generated,20,0.3,20,20
dijkstra,1,18.899494936611667,12,0.8444999984931201,250,random_generated,20,0.3,21,21
astar,1,18.899494936611667,11,0.1379000023007393,32,random_generated,20,0.3,21,21
weighted_astar,1,18.899494936611667,11,0.09960000170394778,20,random_generated,20,0.3,21,21
jps_like,0,nan,nan,0.3749000024981797,68,random_generated,20,0.3,21,21
improved_astar,0,nan,nan,0.3480000013951212,68,random_generated,20,0.3,21,21
dijkstra,1,5.242640687119285,3,0.16229998436756432,53,random_generated,20,0.3,22,22
astar,1,5.242640687119285,3,0.02120001590810716,5,random_generated,20,0.3,22,22
weighted_astar,1,5.242640687119285,3,0.018999999156221747,5,random_generated,20,0.3,22,22
jps_like,1,8.414213562373096,5,0.10750000365078449,14,random_generated,20,0.3,22,22
improved_astar,1,6.708203932499369,2,0.09600000339560211,13,random_generated,20,0.3,22,22
dijkstra,1,18.65685424949238,7,0.5278000026009977,188,random_generated,20,0.3,23,23
astar,1,18.65685424949238,7,0.1058999914675951,27,random_generated,20,0.3,23,23
weighted_astar,1,18.656854249492383,6,0.09269997826777399,23,random_generated,20,0.3,23,23
jps_like,1,21.242640687119284,7,0.27409999165683985,44,random_generated,20,0.3,23,23
improved_astar,1,19.779271744364845,6,0.20650000078603625,33,random_generated,20,0.3,23,23
dijkstra,1,18.970562748477146,1,0.6466000049840659,225,random_generated,20,0.3,24,24
astar,1,18.970562748477146,3,0.08139997953549027,17,random_generated,20,0.3,24,24
weighted_astar,1,18.970562748477146,3,0.11850000009872019,15,random_generated,20,0.3,24,24
jps_like,1,23.656854249492383,13,0.8448000007774681,91,random_generated,20,0.3,24,24
improved_astar,1,20.835571438306406,4,0.5779000057373196,68,random_generated,20,0.3,24,24
dijkstra,1,16.242640687119284,5,0.44559998787008226,126,random_generated,20,0.3,25,25
astar,1,16.242640687119284,5,0.10810000821948051,22,random_generated,20,0.3,25,25
weighted_astar,1,16.242640687119284,5,0.09429999045096338,21,random_generated,20,0.3,25,25
jps_like,1,18.242640687119284,7,0.14879999798722565,18,random_generated,20,0.3,25,25
improved_astar,1,16.65247584249853,2,0.12280000373721123,15,random_generated,20,0.3,25,25
dijkstra,1,13.899494936611667,6,0.915899989195168,259,random_generated,20,0.3,26,26
astar,1,13.899494936611667,6,0.14440002269111574,35,random_generated,20,0.3,26,26
weighted_astar,1,13.899494936611667,4,0.07429998368024826,18,random_generated,20,0.3,26,26
jps_like,1,20.82842712474619,8,0.8040000102482736,110,random_generated,20,0.3,26,26
improved_astar,1,19.516177866780307,3,0.5512000061571598,76,random_generated,20,0.3,26,26
dijkstra,1,9.82842712474619,2,0.2970999921672046,100,random_generated,20,0.3,27,27
astar,1,9.82842712474619,4,0.07240002742037177,18,random_generated,20,0.3,27,27
weighted_astar,1,9.82842712474619,3,0.04309997893869877,10,random_generated,20,0.3,27,27
jps_like,1,9.82842712474619,3,0.1742999884299934,17,random_generated,20,0.3,27,27
improved_astar,1,9.219544457292887,0,0.06279998342506588,6,random_generated,20,0.3,27,27
dijkstra,1,16.242640687119287,3,0.655800016829744,210,random_generated,20,0.3,28,28
astar,1,16.242640687119287,5,0.19419999443925917,40,random_generated,20,0.3,28,28
weighted_astar,1,16.242640687119287,5,0.16500000492669642,19,random_generated,20,0.3,28,28
jps_like,1,16.242640687119284,3,0.5446000141091645,27,random_generated,20,0.3,28,28
improved_astar,1,15.63441361516796,2,0.2232999831903726,12,random_generated,20,0.3,28,28
dijkstra,1,2.8284271247461903,0,0.06640001083724201,14,random_generated,20,0.3,29,29
astar,1,2.8284271247461903,0,0.017200014553964138,3,random_generated,20,0.3,29,29
weighted_astar,1,2.8284271247461903,0,0.01479999627918005,3,random_generated,20,0.3,29,29
jps_like,1,2.8284271247461903,0,0.016400008462369442,2,random_generated,20,0.3,29,29
improved_astar,1,2.8284271247461903,0,0.015900004655122757,2,random_generated,20,0.3,29,29
dijkstra,1,1.0,0,0.005500012775883079,2,random_generated,20,0.7,0,0
astar,1,1.0,0,0.0041000021155923605,2,random_generated,20,0.7,0,0
weighted_astar,1,1.0,0,0.0030999945010989904,2,random_generated,20,0.7,0,0
jps_like,1,1.0,0,0.0047000066842883825,2,random_generated,20,0.7,0,0
improved_astar,1,1.0,0,0.0045000051613897085,2,random_generated,20,0.7,0,0
dijkstra,1,29.213203435596434,13,0.23860001238062978,94,random_generated,20,0.7,1,1
astar,1,29.213203435596434,13,0.2570000069681555,89,random_generated,20,0.7,1,1
weighted_astar,1,29.213203435596434,13,0.24270001449622214,89,random_generated,20,0.7,1,1
jps_like,0,nan,nan,0.04759998410008848,11,random_generated,20,0.7,1,1
improved_astar,0,nan,nan,0.045900000259280205,11,random_generated,20,0.7,1,1
dijkstra,1,1.4142135623730951,0,0.016600009985268116,5,random_generated,20,0.7,2,2
astar,1,1.4142135623730951,0,0.006900023436173797,2,random_generated,20,0.7,2,2
weighted_astar,1,1.4142135623730951,0,0.006000016583129764,2,random_generated,20,0.7,2,2
jps_like,1,1.4142135623730951,0,0.009399984264746308,2,random_generated,20,0.7,2,2
improved_astar,1,1.4142135623730951,0,0.008899980457499623,2,random_generated,20,0.7,2,2
dijkstra,1,1.4142135623730951,0,0.01759998849593103,3,random_generated,20,0.7,3,3
astar,1,1.4142135623730951,0,0.008100003469735384,2,random_generated,20,0.7,3,3
weighted_astar,1,1.4142135623730951,0,0.005500012775883079,2,random_generated,20,0.7,3,3
jps_like,1,2.0,1,0.012599979527294636,3,random_generated,20,0.7,3,3
improved_astar,1,1.4142135623730951,0,0.011099997209385037,3,random_generated,20,0.7,3,3
dijkstra,1,4.82842712474619,2,0.028099981136620045,8,random_generated,20,0.7,4,4
astar,1,4.82842712474619,2,0.017499987734481692,5,random_generated,20,0.7,4,4
weighted_astar,1,4.82842712474619,2,0.014899997040629387,5,random_generated,20,0.7,4,4
jps_like,0,nan,nan,0.0042000028770416975,1,random_generated,20,0.7,4,4
improved_astar,0,nan,nan,0.0041000021155923605,1,random_generated,20,0.7,4,4
dijkstra,1,2.414213562373095,1,0.026399997295811772,7,random_generated,20,0.7,5,5
astar,1,2.414213562373095,1,0.012300006346777081,3,random_generated,20,0.7,5,5
weighted_astar,1,2.414213562373095,1,0.009600014891475439,3,random_generated,20,0.7,5,5
jps_like,0,nan,nan,0.028300011763349175,7,random_generated,20,0.7,5,5
improved_astar,0,nan,nan,0.025899993488565087,7,random_generated,20,0.7,5,5
dijkstra,1,6.82842712474619,2,0.053800002206116915,19,random_generated,20,0.7,6,6
astar,1,6.82842712474619,2,0.02169999061152339,7,random_generated,20,0.7,6,6
weighted_astar,1,6.82842712474619,2,0.01990000600926578,7,random_generated,20,0.7,6,6
jps_like,1,8.0,2,0.039700011257082224,9,random_generated,20,0.7,6,6
improved_astar,1,7.23606797749979,2,0.0391000066883862,9,random_generated,20,0.7,6,6
dijkstra,1,1.4142135623730951,0,0.015500001609325409,5,random_generated,20,0.7,7,7
astar,1,1.4142135623730951,0,0.00680002267472446,2,random_generated,20,0.7,7,7
weighted_astar,1,1.4142135623730951,0,0.005400012014433742,2,random_generated,20,0.7,7,7
jps_like,1,2.0,1,0.013599987141788006,3,random_generated,20,0.7,7,7
improved_astar,1,1.4142135623730951,0,0.012500007869675756,3,random_generated,20,0.7,7,7
dijkstra,1,6.82842712474619,3,0.05420000525191426,19,random_generated,20,0.7,8,8
astar,1,6.82842712474619,3,0.027999980375170708,8,random_generated,20,0.7,8,8
weighted_astar,1,6.82842712474619,3,0.024899985874071717,8,random_generated,20,0.7,8,8
jps_like,1,8.0,3,0.06029999349266291,13,random_generated,20,0.7,8,8
improved_astar,1,7.414213562373095,2,0.05930001498199999,13,random_generated,20,0.7,8,8
dijkstra,1,5.242640687119286,3,0.027700007194653153,9,random_generated,20,0.7,9,9
astar,1,5.242640687119286,3,0.01750001683831215,6,random_generated,20,0.7,9,9
weighted_astar,1,5.242640687119286,3,0.014499993994832039,5,random_generated,20,0.7,9,9
jps_like,0,nan,nan,0.010199990356341004,3,random_generated,20,0.7,9,9
improved_astar,0,nan,nan,0.009600014891475439,3,random_generated,20,0.7,9,9
dijkstra,1,4.82842712474619,2,0.013400014722719789,5,random_generated,20,0.7,10,10
astar,1,4.82842712474619,2,0.011800002539530396,5,random_generated,20,0.7,10,10
weighted_astar,1,4.82842712474619,2,0.010500021744519472,5,random_generated,20,0.7,10,10
jps_like,0,nan,nan,0.003200024366378784,1,random_generated,20,0.7,10,10
improved_astar,0,nan,nan,0.0028999929782003164,1,random_generated,20,0.7,10,10
dijkstra,1,6.242640687119285,2,0.04060001811012626,16,random_generated,20,0.7,11,11
astar,1,6.242640687119285,3,0.023800006601959467,8,random_generated,20,0.7,11,11
weighted_astar,1,6.242640687119285,4,0.019400002202019095,7,random_generated,20,0.7,11,11
jps_like,0,nan,nan,0.022199994418770075,6,random_generated,20,0.7,11,11
improved_astar,0,nan,nan,0.021100015146657825,6,random_generated,20,0.7,11,11
dijkstra,1,4.242640687119286,2,0.015600002370774746,4,random_generated,20,0.7,12,12
astar,1,4.242640687119286,2,0.012500007869675756,4,random_generated,20,0.7,12,12
weighted_astar,1,4.242640687119286,2,0.008399976650252938,4,random_generated,20,0.7,12,12
jps_like,0,nan,nan,0.0040000013541430235,1,random_generated,20,0.7,12,12
improved_astar,0,nan,nan,0.0042000028770416975,1,random_generated,20,0.7,12,12
dijkstra,1,2.0,0,0.023500004317611456,6,random_generated,20,0.7,13,13
astar,1,2.0,0,0.012200005585327744,3,random_generated,20,0.7,13,13
weighted_astar,1,2.0,0,0.009800016414374113,3,random_generated,20,0.7,13,13
jps_like,1,2.0,0,0.010600022505968809,2,random_generated,20,0.7,13,13
improved_astar,1,2.0,0,0.010399991879239678,2,random_generated,20,0.7,13,13
dijkstra,1,7.82842712474619,4,0.05830000736750662,23,random_generated,20,0.7,14,14
astar,1,7.82842712474619,4,0.03920000744983554,9,random_generated,20,0.7,14,14
weighted_astar,1,7.82842712474619,4,0.024900014977902174,8,random_generated,20,0.7,14,14
jps_like,0,nan,nan,0.056100019719451666,15,random_generated,20,0.7,14,14
improved_astar,0,nan,nan,0.05560001591220498,15,random_generated,20,0.7,14,14
dijkstra,1,6.242640687119285,1,0.03350002225488424,13,random_generated,20,0.7,15,15
astar,1,6.242640687119285,1,0.02239999594166875,7,random_generated,20,0.7,15,15
weighted_astar,1,6.242640687119285,1,0.02020000829361379,7,random_generated,20,0.7,15,15
jps_like,0,nan,nan,0.022299995180219412,6,random_generated,20,0.7,15,15
improved_astar,0,nan,nan,0.02120001590810716,6,random_generated,20,0.7,15,15
dijkstra,1,5.242640687119286,2,0.028999987989664078,11,random_generated,20,0.7,16,16
astar,1,5.242640687119286,2,0.020099978428333998,7,random_generated,20,0.7,16,16
weighted_astar,1,5.242640687119286,2,0.01889999839477241,7,random_generated,20,0.7,16,16
jps_like,0,nan,nan,0.020799983758479357,5,random_generated,20,0.7,16,16
improved_astar,0,nan,nan,0.01990000600926578,5,random_generated,20,0.7,16,16
dijkstra,1,2.414213562373095,1,0.02090001362375915,7,random_generated,20,0.7,17,17
astar,1,2.414213562373095,1,0.010299991117790341,3,random_generated,20,0.7,17,17
weighted_astar,1,2.414213562373095,1,0.009100011084228754,3,random_generated,20,0.7,17,17
jps_like,1,3.0,1,0.01279998105019331,4,random_generated,20,0.7,17,17
improved_astar,1,2.414213562373095,1,0.013199984095990658,4,random_generated,20,0.7,17,17
dijkstra,1,2.414213562373095,1,0.0171000137925148,6,random_generated,20,0.7,18,18
astar,1,2.414213562373095,1,0.009200011845678091,3,random_generated,20,0.7,18,18
weighted_astar,1,2.414213562373095,1,0.008100003469735384,3,random_generated,20,0.7,18,18
jps_like,1,2.414213562373095,1,0.012200005585327744,3,random_generated,20,0.7,18,18
improved_astar,1,2.23606797749979,0,0.011199997970834374,3,random_generated,20,0.7,18,18
dijkstra,1,6.82842712474619,3,0.06600000779144466,25,random_generated,20,0.7,19,19
astar,1,6.82842712474619,3,0.028300011763349175,9,random_generated,20,0.7,19,19
weighted_astar,1,6.82842712474619,3,0.02710000262595713,9,random_generated,20,0.7,19,19
jps_like,0,nan,nan,0.0213000166695565,6,random_generated,20,0.7,19,19
improved_astar,0,nan,nan,0.02030000905506313,6,random_generated,20,0.7,19,19
dijkstra,1,2.0,0,0.007499998901039362,3,random_generated,20,0.7,20,20
astar,1,2.0,0,0.00680002267472446,3,random_generated,20,0.7,20,20
weighted_astar,1,2.0,0,0.005500012775883079,3,random_generated,20,0.7,20,20
jps_like,1,2.0,0,0.010499992640689015,3,random_generated,20,0.7,20,20
improved_astar,1,2.0,0,0.009599985787644982,3,random_generated,20,0.7,20,20
dijkstra,1,2.414213562373095,1,0.01170000177808106,4,random_generated,20,0.7,21,21
astar,1,2.414213562373095,1,0.007800001185387373,3,random_generated,20,0.7,21,21
weighted_astar,1,2.414213562373095,1,0.006500020390376449,3,random_generated,20,0.7,21,21
jps_like,0,nan,nan,0.009399984264746308,1,random_generated,20,0.7,21,21
improved_astar,0,nan,nan,0.01090002479031682,1,random_generated,20,0.7,21,21
dijkstra,1,5.242640687119285,2,0.14139999984763563,16,random_generated,20,0.7,22,22
astar,1,5.242640687119285,2,0.05630002124235034,6,random_generated,20,0.7,22,22
weighted_astar,1,5.242640687119285,2,0.02169999061152339,6,random_generated,20,0.7,22,22
jps_like,0,nan,nan,0.018200022168457508,4,random_generated,20,0.7,22,22
improved_astar,0,nan,nan,0.016600009985268116,4,random_generated,20,0.7,22,22
dijkstra,1,17.142135623730955,7,0.09899999713525176,40,random_generated,20,0.7,23,23
astar,1,17.142135623730955,7,0.05889998283237219,20,random_generated,20,0.7,23,23
weighted_astar,1,17.142135623730955,7,0.054899981478229165,19,random_generated,20,0.7,23,23
jps_like,0,nan,nan,0.007099995855242014,2,random_generated,20,0.7,23,23
improved_astar,0,nan,nan,0.007300026481971145,2,random_generated,20,0.7,23,23
dijkstra,1,2.0,0,0.022299995180219412,7,random_generated,20,0.7,24,24
astar,1,2.0,0,0.011199997970834374,3,random_generated,20,0.7,24,24
weighted_astar,1,2.0,0,0.009099981980398297,3,random_generated,20,0.7,24,24
jps_like,1,2.0,0,0.01170000177808106,3,random_generated,20,0.7,24,24
improved_astar,1,2.0,0,0.011099997209385037,3,random_generated,20,0.7,24,24
dijkstra,1,1.0,0,0.010300020221620798,3,random_generated,20,0.7,25,25
astar,1,1.0,0,0.006200018106028438,2,random_generated,20,0.7,25,25
weighted_astar,1,1.0,0,0.0051000097300857306,2,random_generated,20,0.7,25,25
jps_like,1,1.0,0,0.007199996616691351,2,random_generated,20,0.7,25,25
improved_astar,1,1.0,0,0.007700000423938036,2,random_generated,20,0.7,25,25
dijkstra,1,5.82842712474619,1,0.05210001836530864,19,random_generated,20,0.7,26,26
astar,1,5.82842712474619,1,0.02500001573935151,7,random_generated,20,0.7,26,26
weighted_astar,1,5.82842712474619,1,0.024500011932104826,7,random_generated,20,0.7,26,26
jps_like,1,7.0,4,0.04470002022571862,9,random_generated,20,0.7,26,26
improved_astar,1,6.23606797749979,1,0.043199979700148106,9,random_generated,20,0.7,26,26
dijkstra,1,2.0,0,0.01960000372491777,6,random_generated,20,0.7,27,27
astar,1,2.0,0,0.010400020983070135,3,random_generated,20,0.7,27,27
weighted_astar,1,2.0,0,0.009100011084228754,3,random_generated,20,0.7,27,27
jps_like,1,2.0,0,0.009499985026195645,2,random_generated,20,0.7,27,27
improved_astar,1,2.0,0,0.008399976650252938,2,random_generated,20,0.7,27,27
dijkstra,1,8.071067811865476,5,0.02090001362375915,8,random_generated,20,0.7,28,28
astar,1,8.071067811865476,5,0.019099999917671084,8,random_generated,20,0.7,28,28
weighted_astar,1,8.071067811865476,5,0.01789999078027904,8,random_generated,20,0.7,28,28
jps_like,0,nan,nan,0.013300013961270452,4,random_generated,20,0.7,28,28
improved_astar,0,nan,nan,0.012400007108226418,4,random_generated,20,0.7,28,28
dijkstra,1,12.899494936611667,8,0.036200013710185885,15,random_generated,20,0.7,29,29
astar,1,12.899494936611667,8,0.0295999925583601,11,random_generated,20,0.7,29,29
weighted_astar,1,12.899494936611667,8,0.02820001100189984,11,random_generated,20,0.7,29,29
jps_like,0,nan,nan,0.003400025889277458,1,random_generated,20,0.7,29,29
improved_astar,0,nan,nan,0.0029999937396496534,1,random_generated,20,0.7,29,29
dijkstra,1,10.242640687119284,2,0.7525999972131103,187,random_generated,40,0.3,0,0
astar,1,10.242640687119284,3,0.07420001202262938,13,random_generated,40,0.3,0,0
weighted_astar,1,10.242640687119286,3,0.05229999078437686,12,random_generated,40,0.3,0,0
jps_like,1,10.82842712474619,4,0.1317000132985413,17,random_generated,40,0.3,0,0
improved_astar,1,10.47213595499958,1,0.0771000050008297,10,random_generated,40,0.3,0,0
dijkstra,1,9.82842712474619,3,0.5104999872855842,171,random_generated,40,0.3,1,1
astar,1,9.82842712474619,3,0.043800013372674584,10,random_generated,40,0.3,1,1
weighted_astar,1,9.82842712474619,3,0.05420000525191426,14,random_generated,40,0.3,1,1
jps_like,1,12.414213562373096,6,0.28799998108297586,40,random_generated,40,0.3,1,1
improved_astar,1,10.65685424949238,2,0.301799998851493,29,random_generated,40,0.3,1,1
dijkstra,1,6.242640687119286,3,0.19550000433810055,66,random_generated,40,0.3,2,2
astar,1,6.242640687119286,3,0.02609999501146376,6,random_generated,40,0.3,2,2
weighted_astar,1,6.242640687119286,1,0.023300002794712782,6,random_generated,40,0.3,2,2
jps_like,1,6.82842712474619,4,0.04949999856762588,8,random_generated,40,0.3,2,2
improved_astar,1,6.242640687119285,1,0.045199994929134846,7,random_generated,40,0.3,2,2
dijkstra,1,22.142135623730955,9,2.6365000230725855,774,random_generated,40,0.3,3,3
astar,1,22.142135623730955,9,0.21120000747032464,52,random_generated,40,0.3,3,3
weighted_astar,1,22.142135623730955,5,0.10239999392069876,21,random_generated,40,0.3,3,3
jps_like,1,23.899494936611667,11,0.6373000214807689,78,random_generated,40,0.3,3,3
improved_astar,1,22.52937277628299,4,0.5659000016748905,44,random_generated,40,0.3,3,3
dijkstra,1,21.07106781186548,7,1.8348000012338161,553,random_generated,40,0.3,4,4
astar,1,21.07106781186548,6,0.17260000458918512,36,random_generated,40,0.3,4,4
weighted_astar,1,21.89949493661167,6,0.13609998859465122,30,random_generated,40,0.3,4,4
jps_like,1,25.899494936611667,14,1.4949000033084303,102,random_generated,40,0.3,4,4
improved_astar,1,23.008031950638372,4,0.6256000197026879,74,random_generated,40,0.3,4,4
dijkstra,1,16.65685424949238,6,0.7115000043995678,227,random_generated,40,0.3,5,5
astar,1,16.65685424949238,6,0.1852000132203102,46,random_generated,40,0.3,5,5
