map_name,size,ratio,algorithm,effective_repeats,success_rate,runtime_ms_mean,runtime_ms_std,path_length_mean,turn_count_mean,expanded_nodes_mean
arena.map,49,0.1445231153685964,dijkstra,20,1,0.21040000137872994,0.1560259443683404,4.054163056034262,0.7,50
arena.map,49,0.1445231153685964,astar,20,1,0.030704998061992228,0.016434527908475594,4.054163056034262,0.85,5
arena.map,49,0.1445231153685964,weighted_astar,20,1,0.02984500169986859,0.01879546556891244,4.054163056034262,0.7,4.35
arena.map,49,0.1445231153685964,jps_like,20,1,0.08268500241683796,0.0731173395235566,4.054163056034262,0.95,4.45
arena.map,49,0.1445231153685964,improved_astar,20,1,0.04449499829206616,0.021860206439878564,3.8427307154843264,0,2.8
arena2.map,281,0.5860477787805003,dijkstra,20,1,0.2301700005773455,0.1770835162845232,4.321320343559642,0.7,55.85
arena2.map,281,0.5860477787805003,astar,20,1,0.02998500131070614,0.014656681600284856,4.321320343559642,1.2,5.25
arena2.map,281,0.5860477787805003,weighted_astar,20,1,0.02490500482963398,0.011090917597518828,4.321320343559643,0.7,4.7
arena2.map,281,0.5860477787805003,jps_like,20,1,0.06796499801566824,0.03421419763061611,4.321320343559642,1.55,4.7
arena2.map,281,0.5860477787805003,improved_astar,20,1,0.13965999969514087,0.09953366879375079,4.128255740453995,0,9.45
brc000d.map,261,0.5682126511322808,dijkstra,20,1,0.2159649971872568,0.18343913527543168,4.076345596729059,0.6,50.3
brc000d.map,261,0.5682126511322808,astar,20,1,0.03113000129815191,0.015007931644693447,4.076345596729059,0.7,5.3
brc000d.map,261,0.5682126511322808,weighted_astar,20,1,0.025189998268615454,0.010796707755153165,4.076345596729059,0.6,4.6
brc000d.map,261,0.5682126511322808,jps_like,20,1,0.06600500055355951,0.04191945863269723,4.076345596729059,1,4.45
brc000d.map,261,0.5682126511322808,improved_astar,20,1,0.1423199995770119,0.10768533668263514,3.8650284236824795,0,9.55
