candidate,dataset,map_name,size,ratio,alpha,success,runtime_ms,path_length,turn_count,expanded_nodes
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.05420000525191426,2.23606797749979,0,4
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.07380000897683203,2.23606797749979,0,4
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.11789999553002417,3.605551275463989,0,7
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.07989999721758068,2.23606797749979,0,4
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.13180001405999064,3.605551275463989,0,7
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.07320000440813601,2.23606797749979,0,4
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.11500000255182385,1.0,0,2
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.027300004148855805,1.0,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.03209998249076307,2.0,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.03130000550299883,2.0,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.05669999518431723,2.23606797749979,0,3
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.052799994591623545,2.23606797749979,0,3
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.05180001608096063,3.1622776601683795,0,3
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.056199991377070546,3.605551275463989,0,3
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.05259999306872487,1.4142135623730951,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.030199997127056122,2.0,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.031100003980100155,1.0,0,2
log_clip_0.8_1.6,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4185314599325798,1,0.03129997639916837,1.4142135623730951,0,2
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.03329999162815511,1.4142135623730951,0,2
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.03139997716061771,3.0,0,2
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.033899996196851134,2.23606797749979,0,3
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.031100003980100155,2.0,0,2
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.029399991035461426,3.0,0,2
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.0501000031363219,2.23606797749979,0,3
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.05220001912675798,3.1622776601683795,0,3
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.05119998240843415,3.1622776601683795,0,3
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.09839999256655574,3.1622776601683795,0,3
log_clip_0.8_1.6,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.030800001695752144,2.0,0,2
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,255.61600000946783,1368.9976468476498,11,10980
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,4.541000002063811,463.96228294981046,0,133
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,597.2248000034597,1904.5363607286545,9,25679
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,4.701700003352016,728.4126577703054,0,193
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,1674.147499987157,2516.27057452948,7,64027
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,1181.6251999989618,850.8656395336792,5,43551
log_clip_0.8_1.6,weighted,Map1.map,2048,0.033130645751953125,1.6,1,5.780400009825826,586.7069114984074,0,161
