size,ratio,metric,baseline,n_pairs,improved_mean,baseline_mean,mean_diff_imp_minus_base,improvement_percent,p_value_perm_two_sided,significant_p_lt_0_05,q_value_bh_fdr,significant_q_lt_0_05
80,0.3,runtime_ms,astar,30,0.44534666715965915,0.8777233330571713,-0.43237666589751217,49.261156632524994,0.004999000199960008,1,0.02170000782452205,1
80,0.3,path_length,astar,30,43.88502863896034,46.44440593103211,-2.5593772920717655,5.5106255334007885,0.6594681063787242,0,0.72901281812603,0
80,0.3,turn_count,astar,30,9.066666666666666,15.4,-6.333333333333334,41.125541125541126,0.0003999200159968006,1,0.0034902110486993505,1
80,0.3,runtime_ms,weighted_astar,30,0.44534666715965915,0.2806500017565365,0.16469666540312267,-58.684006546344804,0.014797040591881624,1,0.05463522680079369,0
80,0.3,path_length,weighted_astar,30,43.88502863896034,47.46000717874996,-3.574978539789619,7.532612724488382,0.5458908218356329,0,0.72901281812603,0
80,0.3,turn_count,weighted_astar,30,9.066666666666666,16.4,-7.333333333333332,44.71544715447154,0.0001999600079984003,1,0.001919616076784643,1
80,0.3,runtime_ms,jps_like,30,0.44534666715965915,1.7889000000044082,-1.343553332844749,75.10499932033308,0.0001999600079984003,1,0.001919616076784643,1
80,0.3,path_length,jps_like,30,43.88502863896034,46.44440593103211,-2.5593772920717655,5.5106255334007885,0.6442711457708459,0,0.72901281812603,0
80,0.3,turn_count,jps_like,30,9.066666666666666,16.2,-7.133333333333333,44.03292181069959,0.0001999600079984003,1,0.001919616076784643,1
80,0.3,runtime_ms,dijkstra,30,0.44534666715965915,7.208776665599241,-6.763429998439582,93.82216029406372,0.0001999600079984003,1,0.001919616076784643,1
80,0.3,path_length,dijkstra,30,43.88502863896034,46.44440593103211,-2.5593772920717655,5.5106255334007885,0.6606678664267147,0,0.72901281812603,0
80,0.3,turn_count,dijkstra,30,9.066666666666666,15.7,-6.633333333333333,42.25053078556263,0.0001999600079984003,1,0.001919616076784643,1
80,0.7,runtime_ms,astar,30,0.08371000003535298,0.039116665720939595,0.04459333431441338,-114.00085741597874,0.1191761647670466,0,0.30107662677990715,0
80,0.7,path_length,astar,30,7.291599572641319,8.443047130746612,-1.1514475581052928,13.637819856673843,0.6042791441711658,0,0.72901281812603,0
80,0.7,turn_count,astar,30,2.2333333333333334,3.933333333333333,-1.6999999999999997,43.220338983050844,0.17196560687862428,0,0.3588847447901724,0
80,0.7,runtime_ms,weighted_astar,30,0.08371000003535298,0.03333333443151783,0.05037666560383515,-151.12999183244705,0.052589482103579284,0,0.15298758430132156,0
80,0.7,path_length,weighted_astar,30,7.291599572641319,8.443047130746612,-1.1514475581052928,13.637819856673843,0.6096780643871226,0,0.72901281812603,0
80,0.7,turn_count,weighted_astar,30,2.2333333333333334,3.9,-1.6666666666666665,42.73504273504273,0.1811637672465507,0,0.37003663097167805,0
