algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id,seed_tag
astar,1,1.0,0,0.008000002708286,2,80,0.7,20,33,42
weighted_astar,1,1.0,0,0.0060000020312145,2,80,0.7,20,33,42
jps_like,1,1.0,0,0.0100000033853575,2,80,0.7,20,33,42
improved_astar,1,1.0,0,0.0153000000864267,2,80,0.7,20,33,42
dijkstra,1,1.4142135623730951,0,0.0166999961948022,5,80,0.7,21,34,42
astar,1,1.4142135623730951,0,0.0072000111686065,2,80,0.7,21,34,42
weighted_astar,1,1.4142135623730951,0,0.0053999974625185,2,80,0.7,21,34,42
jps_like,1,1.4142135623730951,0,0.008300004992634,2,80,0.7,21,34,42
improved_astar,1,1.4142135623730951,0,0.0082000042311847,2,80,0.7,21,34,42
dijkstra,1,10.071067811865476,6,0.1489999995101243,48,80,0.7,22,36,42
astar,1,10.071067811865476,6,0.055700002121739,15,80,0.7,22,36,42
weighted_astar,1,10.071067811865476,6,0.0369999906979501,10,80,0.7,22,36,42
jps_like,1,10.071067811865476,6,0.0794000079622492,15,80,0.7,22,36,42
improved_astar,1,9.06449510224598,4,0.0934999989112839,18,80,0.7,22,36,42
dijkstra,1,11.313708498984765,4,0.0600000057602301,20,80,0.7,23,37,42
astar,1,11.313708498984765,4,0.048300003982149,15,80,0.7,23,37,42
weighted_astar,1,11.313708498984765,4,0.0394999951822683,12,80,0.7,23,37,42
jps_like,1,11.31370849898476,4,0.0744999997550621,15,80,0.7,23,37,42
improved_astar,1,8.0,2,0.0791999918874353,16,80,0.7,23,37,42
dijkstra,1,5.242640687119285,3,0.0322000123560428,10,80,0.7,24,38,42
astar,1,5.242640687119285,3,0.0186999968718737,5,80,0.7,24,38,42
weighted_astar,1,5.242640687119285,3,0.0170999992405995,5,80,0.7,24,38,42
jps_like,1,5.242640687119285,3,0.0268000003416091,5,80,0.7,24,38,42
improved_astar,1,3.8284271247461903,2,0.0262000103248283,5,80,0.7,24,38,42
dijkstra,1,7.071067811865476,2,0.0960999896051362,33,80,0.7,25,39,42
astar,1,7.071067811865476,2,0.0306000001728534,8,80,0.7,25,39,42
weighted_astar,1,7.071067811865476,2,0.0252000027103349,7,80,0.7,25,39,42
jps_like,1,7.071067811865475,2,0.0483999901916831,8,80,0.7,25,39,42
improved_astar,1,6.242640687119285,2,0.0696000060997903,12,80,0.7,25,39,42
dijkstra,1,17.313708498984763,11,0.1135999918915331,37,80,0.7,26,41,42
astar,1,17.313708498984763,11,0.087699998402968,25,80,0.7,26,41,42
weighted_astar,1,17.313708498984763,11,0.0725999998394399,23,80,0.7,26,41,42
jps_like,1,17.313708498984763,11,0.1339999871561303,25,80,0.7,26,41,42
improved_astar,1,13.300563079745771,5,0.1475000026402995,30,80,0.7,26,41,42
dijkstra,1,1.4142135623730951,0,0.0122000055853277,2,80,0.7,27,42,42
astar,1,1.4142135623730951,0,0.0066999928094446,2,80,0.7,27,42,42
weighted_astar,1,1.4142135623730951,0,0.0036000128602609,2,80,0.7,27,42,42
jps_like,1,1.4142135623730951,0,0.0053999974625185,2,80,0.7,27,42,42
improved_astar,1,1.4142135623730951,0,0.0051999959396198,2,80,0.7,27,42,42
dijkstra,1,4.82842712474619,2,0.0508999946760013,14,80,0.7,28,44,42
astar,1,4.82842712474619,2,0.0198000052478164,5,80,0.7,28,44,42
weighted_astar,1,4.82842712474619,2,0.0228999997489154,5,80,0.7,28,44,42
jps_like,1,4.82842712474619,2,0.0275000056717544,5,80,0.7,28,44,42
improved_astar,1,4.0,1,0.0379999983124434,8,80,0.7,28,44,42
dijkstra,1,43.11269837220809,26,0.5496000085258856,195,80,0.7,29,45,42
astar,1,43.11269837220809,26,0.4866000090260058,132,80,0.7,29,45,42
weighted_astar,1,43.11269837220809,26,0.3702000103658065,115,80,0.7,29,45,42
jps_like,1,43.11269837220809,26,0.6094999989727512,132,80,0.7,29,45,42
improved_astar,1,35.315902801610406,15,0.690999993821606,144,80,0.7,29,45,42
dijkstra,1,8.65685424949238,5,0.5459999956656247,119,100,0.3,0,0,42
astar,1,8.65685424949238,5,0.261799999861978,20,100,0.3,0,0,42
weighted_astar,1,8.65685424949238,5,0.0967000087257474,18,100,0.3,0,0,42
jps_like,1,8.65685424949238,5,0.1852999994298443,20,100,0.3,0,0,42
improved_astar,1,8.478708664619074,4,0.1491000002715736,18,100,0.3,0,0,42
dijkstra,1,82.4680374315354,22,24.243500010925345,6180,100,0.3,1,1,42
astar,1,82.46803743153541,24,1.2021000002278015,266,100,0.3,1,1,42
weighted_astar,1,84.22539674441612,26,0.4871999990427866,108,100,0.3,1,1,42
jps_like,1,82.46803743153542,26,2.693300004466437,258,100,0.3,1,1,42
improved_astar,1,80.27348003660515,19,0.7576000061817467,85,100,0.3,1,1,42
dijkstra,1,101.66904755831207,29,21.818399996845983,6615,100,0.3,2,2,42
astar,1,101.66904755831207,31,3.3774000039556995,849,100,0.3,2,2,42
weighted_astar,1,107.4680374315354,34,0.6568999961018562,139,100,0.3,2,2,42
jps_like,1,101.66904755831207,39,7.599999997182749,849,100,0.3,2,2,42
improved_astar,1,98.3301142140669,19,1.2106000067433342,120,100,0.3,2,2,42
dijkstra,1,42.14213562373095,16,6.124899999122135,1731,100,0.3,3,3,42
astar,1,42.14213562373095,13,0.8806999976513907,191,100,0.3,3,3,42
weighted_astar,1,42.970562748477136,20,0.280299995210953,63,100,0.3,3,3,42
jps_like,1,42.14213562373095,15,1.5316000062739477,167,100,0.3,3,3,42
improved_astar,1,40.00762740515309,12,0.4615000070771202,47,100,0.3,3,3,42
dijkstra,1,57.04163056034261,22,10.01699999324046,3121,100,0.3,4,4,42
astar,1,57.04163056034261,22,1.0849999962374568,295,100,0.3,4,4,42
weighted_astar,1,58.69848480983498,23,0.2911000046879053,63,100,0.3,4,4,42
jps_like,1,57.0416305603426,20,2.6911000022664666,293,100,0.3,4,4,42
improved_astar,1,54.44739651280369,17,0.4387999942991882,39,100,0.3,4,4,42
dijkstra,1,25.970562748477143,13,3.744599991478026,1127,100,0.3,5,5,42
astar,1,25.970562748477143,9,0.2970999921672046,72,100,0.3,5,5,42
weighted_astar,1,25.970562748477143,7,0.1241999998455867,27,100,0.3,5,5,42
jps_like,1,25.97056274847714,8,0.4118000069865957,47,100,0.3,5,5,42
improved_astar,1,24.41120727626401,5,0.1902999938465654,20,100,0.3,5,5,42
dijkstra,1,80.0121933088197,19,18.85129998845514,4870,100,0.3,6,6,42
astar,1,80.0121933088197,23,0.4656999954022467,87,100,0.3,6,6,42
weighted_astar,1,83.32590180780447,34,0.4582999972626567,95,100,0.3,6,6,42
jps_like,1,80.01219330881975,18,0.6455999973695725,55,100,0.3,6,6,42
improved_astar,1,77.24103418566867,20,0.6843000010121614,56,100,0.3,6,6,42
dijkstra,1,88.66904755831206,26,16.545499995118007,5051,100,0.3,7,7,42
astar,1,88.6690475583121,26,4.159100004471839,1047,100,0.3,7,7,42
weighted_astar,1,90.91168824543138,37,0.5878999945707619,135,100,0.3,7,7,42
jps_like,1,88.66904755831209,32,10.876799991820008,1044,100,0.3,7,7,42
improved_astar,1,83.33291514976263,17,0.7705000025453046,79,100,0.3,7,7,42
dijkstra,1,17.48528137423857,10,1.673200007644482,534,100,0.3,8,8,42
astar,1,17.48528137423857,10,0.2418000076431781,65,100,0.3,8,8,42
weighted_astar,1,17.48528137423857,9,0.1645000011194497,44,100,0.3,8,8,42
jps_like,1,17.48528137423857,7,0.488500008941628,64,100,0.3,8,8,42
improved_astar,1,14.546190042020552,3,0.3291000030003488,41,100,0.3,8,8,42
dijkstra,1,85.81118318204301,23,17.849399999249727,5610,100,0.3,9,9,42
astar,1,85.81118318204301,28,1.6340000001946464,392,100,0.3,9,9,42
weighted_astar,1,86.63961030678921,35,0.3576000017346814,74,100,0.3,9,9,42
jps_like,1,85.81118318204305,29,3.494300006423145,391,100,0.3,9,9,42
improved_astar,1,83.16899964173255,17,0.9316000068793072,74,100,0.3,9,9,42
dijkstra,1,20.07106781186548,5,1.4338000037241727,446,100,0.3,10,10,42
astar,1,20.07106781186548,7,0.2827999996952712,69,100,0.3,10,10,42
weighted_astar,1,20.07106781186548,7,0.1249999913852661,28,100,0.3,10,10,42
jps_like,1,20.07106781186548,6,0.7316999981412664,69,100,0.3,10,10,42
improved_astar,1,18.7993783695076,3,0.2129000058630481,19,100,0.3,10,10,42
dijkstra,1,82.8406204335659,31,23.140000004787,6629,100,0.3,11,11,42
astar,1,82.8406204335659,27,1.1719000031007454,328,100,0.3,11,11,42
weighted_astar,1,84.49747468305829,30,0.3571000124793499,88,100,0.3,11,11,42
jps_like,1,82.84062043356589,27,2.5812000094447285,317,100,0.3,11,11,42
improved_astar,1,79.99513946627567,17,0.5153999954927713,61,100,0.3,11,11,42
dijkstra,1,70.56854249492376,17,7.908400002634153,2648,100,0.3,12,12,42
astar,1,70.56854249492376,17,1.187200003187172,255,100,0.3,12,12,42
weighted_astar,1,70.81118318204304,19,0.3263999969931319,70,100,0.3,12,12,42
jps_like,1,70.56854249492375,25,2.2785000037401915,280,100,0.3,12,12,42
improved_astar,1,67.47078133646598,14,0.4653999931178987,46,100,0.3,12,12,42
dijkstra,1,74.39696961966993,23,17.10579999780748,4503,100,0.3,13,13,42
astar,1,74.39696961966993,21,1.1855000047944486,264,100,0.3,13,13,42
weighted_astar,1,76.98275605729684,27,0.3371000057086348,75,100,0.3,13,13,42
jps_like,1,74.39696961966992,24,2.253699989523738,247,100,0.3,13,13,42
improved_astar,1,72.75010955828209,17,0.6362999993143603,61,100,0.3,13,13,42
dijkstra,1,41.69848480983499,9,7.723199989413843,2262,100,0.3,14,14,42
astar,1,41.69848480983499,13,0.3046000056201592,64,100,0.3,14,14,42
weighted_astar,1,42.52691193458117,11,0.2054999931715428,41,100,0.3,14,14,42
jps_like,1,41.69848480983498,15,0.5464999994728714,57,100,0.3,14,14,42
improved_astar,1,39.79919651010684,6,0.2285000082338228,21,100,0.3,14,14,42
dijkstra,1,56.59797974644663,21,13.236800004960967,3001,100,0.3,15,15,42
astar,1,56.59797974644663,21,0.6942999898456037,129,100,0.3,15,15,42
weighted_astar,1,56.59797974644663,14,0.3388000041013583,53,100,0.3,15,15,42
jps_like,1,56.59797974644663,21,1.672300000791438,129,100,0.3,15,15,42
improved_astar,1,53.44966463141766,10,0.4640999977709725,30,100,0.3,15,15,42
dijkstra,1,69.69848480983497,32,21.76119999785442,5820,100,0.3,16,16,42
astar,1,69.69848480983497,25,2.5827000063145533,561,100,0.3,16,16,42
weighted_astar,1,71.35533905932735,27,0.4034000012325123,78,100,0.3,16,16,42
jps_like,1,69.69848480983498,26,5.349799990653992,557,100,0.3,16,16,42
improved_astar,1,66.41097296739703,19,0.5201000021770597,49,100,0.3,16,16,42
dijkstra,1,69.35533905932733,25,15.597899997374045,4363,100,0.3,17,17,42
astar,1,69.35533905932735,27,2.394800001638941,524,100,0.3,17,17,42
weighted_astar,1,71.59797974644664,27,0.411600005463697,80,100,0.3,17,17,42
jps_like,1,69.35533905932735,23,4.785900004208088,524,100,0.3,17,17,42
improved_astar,1,67.11083460609674,21,0.5118000117363408,52,100,0.3,17,17,42
dijkstra,1,89.2253967444161,33,18.361500013270412,4602,100,0.3,18,18,42
astar,1,89.2253967444161,33,3.5133999917889014,605,100,0.3,18,18,42
weighted_astar,1,89.4680374315354,33,0.6395000091288239,94,100,0.3,18,18,42
jps_like,1,89.2253967444161,32,5.441500004963018,605,100,0.3,18,18,42
improved_astar,1,83.76266047594386,17,0.6793999928049743,59,100,0.3,18,18,42
dijkstra,1,48.21320343559641,25,11.032499998691492,3222,100,0.3,19,19,42
astar,1,48.21320343559641,22,1.0129000002052635,215,100,0.3,19,19,42
weighted_astar,1,49.8700576850888,20,0.2890000032493844,55,100,0.3,19,19,42
jps_like,1,48.21320343559641,23,2.1301999950082973,214,100,0.3,19,19,42
improved_astar,1,44.88933054245775,10,0.4748000064864754,40,100,0.3,19,19,42
dijkstra,1,20.899494936611667,8,2.5160000077448785,697,100,0.3,20,20,42
astar,1,20.899494936611667,7,0.2010999887716025,43,100,0.3,20,20,42
weighted_astar,1,20.899494936611667,8,0.1789999951142817,37,100,0.3,20,20,42
jps_like,1,20.899494936611664,8,0.2791000006254762,27,100,0.3,20,20,42
improved_astar,1,19.344320158173844,4,0.3118000022368505,28,100,0.3,20,20,42
dijkstra,1,109.42640687119278,35,25.754799993592314,6646,100,0.3,21,21,42
astar,1,109.42640687119278,38,4.369800008134916,907,100,0.3,21,21,42
weighted_astar,1,118.88225099390849,49,0.8014000050025061,152,100,0.3,21,21,42
jps_like,1,109.4264068711928,39,9.75329999346286,892,100,0.3,21,21,42
improved_astar,1,106.55430671535916,23,1.209300011396408,118,100,0.3,21,21,42
dijkstra,1,84.18376618407352,34,23.18139999988489,6560,100,0.3,22,22,42
astar,1,84.18376618407353,29,1.8636000022524968,285,100,0.3,22,22,42
weighted_astar,1,86.91168824543136,33,0.4367000074125826,79,100,0.3,22,22,42
jps_like,1,84.18376618407353,27,2.773300002445467,281,100,0.3,22,22,42
improved_astar,1,79.3152842044807,21,0.5203999899094924,43,100,0.3,22,22,42
dijkstra,1,56.87005768508878,22,12.48689999920316,3484,100,0.3,23,23,42
astar,1,56.87005768508878,25,1.5023000014480203,362,100,0.3,23,23,42
weighted_astar,1,58.526911934581165,26,0.2799000067170709,61,100,0.3,23,23,42
jps_like,1,56.87005768508878,25,3.0313000024762005,362,100,0.3,23,23,42
improved_astar,1,52.06201052577088,16,0.4733999958261847,50,100,0.3,23,23,42
dijkstra,1,45.142135623730944,14,13.94109999819193,3667,100,0.3,24,24,42
astar,1,45.142135623730944,16,0.6269999867072329,130,100,0.3,24,24,42
weighted_astar,1,45.14213562373095,9,0.2608999930089339,51,100,0.3,24,24,42
jps_like,1,45.142135623730944,14,1.2491999950725583,125,100,0.3,24,24,42
improved_astar,1,42.79425691879816,6,0.2810000005410984,21,100,0.3,24,24,42
dijkstra,1,97.53910524340084,21,19.32309998665005,5629,100,0.3,25,25,42
astar,1,97.53910524340084,24,2.508100005798042,619,100,0.3,25,25,42
weighted_astar,1,100.12489168102778,35,0.6009000062476844,123,100,0.3,25,25,42
jps_like,1,97.53910524340084,29,5.228399997577071,611,100,0.3,25,25,42
improved_astar,1,93.3800695198709,18,0.7018000032985583,69,100,0.3,25,25,42
dijkstra,1,84.05382386916229,23,22.562800004379824,6256,100,0.3,26,26,42
astar,1,84.05382386916229,24,1.3121000083629042,309,100,0.3,26,26,42
weighted_astar,1,84.0538238691623,22,0.5688999954145402,82,100,0.3,26,26,42
jps_like,1,84.05382386916233,29,2.880799991544336,302,100,0.3,26,26,42
improved_astar,1,80.6157412975123,14,0.6237000052351505,53,100,0.3,26,26,42
dijkstra,1,66.18376618407353,22,23.23669999896083,6339,100,0.3,27,27,42
astar,1,66.18376618407353,17,0.9720999951241538,230,100,0.3,27,27,42
weighted_astar,1,68.42640687119282,20,0.3146000090055167,69,100,0.3,27,27,42
jps_like,1,66.18376618407353,20,2.090099995257333,256,100,0.3,27,27,42
improved_astar,1,62.951881000811255,14,0.3558999887900427,35,100,0.3,27,27,42
dijkstra,1,44.38477631085023,17,13.353199989069251,3639,100,0.3,28,28,42
astar,1,44.38477631085023,15,1.0580000089248642,215,100,0.3,28,28,42
weighted_astar,1,45.21320343559641,15,0.2509999903850257,59,100,0.3,28,28,42
jps_like,1,44.38477631085023,14,1.657800006796606,215,100,0.3,28,28,42
improved_astar,1,41.32471524824166,10,0.4686999891418963,53,100,0.3,28,28,42
dijkstra,1,13.899494936611667,8,0.9284999978262932,298,100,0.3,29,29,42
astar,1,13.899494936611667,9,0.1161999971373006,30,100,0.3,29,29,42
weighted_astar,1,13.899494936611667,9,0.0638000055914744,16,100,0.3,29,29,42
jps_like,1,13.899494936611664,7,0.1847999956225976,23,100,0.3,29,29,42
improved_astar,1,11.63441361516796,3,0.1137000072048977,14,100,0.3,29,29,42
dijkstra,1,9.65685424949238,6,0.0801999995019286,27,100,0.7,0,0,42
astar,1,9.65685424949238,6,0.0395000097341835,12,100,0.7,0,0,42
weighted_astar,1,9.65685424949238,6,0.0344000000040978,11,100,0.7,0,0,42
jps_like,1,9.65685424949238,6,0.0623999949311837,12,100,0.7,0,0,42
improved_astar,1,8.650281539872886,4,0.0713000044925138,14,100,0.7,0,0,42
dijkstra,1,5.242640687119285,3,0.0405000027967616,9,100,0.7,1,4,42
astar,1,5.242640687119285,3,0.019400002202019,5,100,0.7,1,4,42
weighted_astar,1,5.242640687119285,3,0.01479999627918,5,100,0.7,1,4,42
jps_like,1,5.242640687119285,3,0.0238000066019594,5,100,0.7,1,4,42
improved_astar,1,4.414213562373095,2,0.0323999993270263,7,100,0.7,1,4,42
dijkstra,1,3.82842712474619,2,0.0394999951822683,11,100,0.7,2,6,42
astar,1,3.82842712474619,2,0.0182000076165422,4,100,0.7,2,6,42
weighted_astar,1,3.82842712474619,2,0.0160999916261062,4,100,0.7,2,6,42
jps_like,1,3.82842712474619,2,0.0287000002572312,4,100,0.7,2,6,42
improved_astar,1,3.6502815398728847,1,0.0494999985676258,8,100,0.7,2,6,42
dijkstra,1,10.071067811865476,5,0.0703999976394698,24,100,0.7,3,7,42
astar,1,10.071067811865476,5,0.0331000046571716,9,100,0.7,3,7,42
weighted_astar,1,10.071067811865476,5,0.0308000016957521,9,100,0.7,3,7,42
jps_like,1,10.071067811865476,5,0.0432999950135126,8,100,0.7,3,7,42
improved_astar,1,8.414213562373096,3,0.0532999983988702,10,100,0.7,3,7,42
dijkstra,1,10.899494936611667,4,0.088000000687316,29,100,0.7,4,8,42
astar,1,10.899494936611667,4,0.0636000040685758,18,100,0.7,4,8,42
weighted_astar,1,10.899494936611667,4,0.0392999936593696,11,100,0.7,4,8,42
jps_like,1,10.899494936611667,4,0.0930999958654865,18,100,0.7,4,8,42
improved_astar,1,8.886349517372675,4,0.1626000012038275,22,100,0.7,4,8,42
dijkstra,1,30.041630560342625,12,0.2854999911505729,104,100,0.7,5,9,42
astar,1,30.041630560342625,12,0.1773999974830076,54,100,0.7,5,9,42
weighted_astar,1,30.041630560342625,12,0.145500001963228,44,100,0.7,5,9,42
jps_like,1,30.041630560342615,13,0.273800003924407,52,100,0.7,5,9,42
improved_astar,1,25.019236634996798,8,0.3207999980077147,64,100,0.7,5,9,42
dijkstra,1,23.142135623730955,11,0.2594999969005584,95,100,0.7,6,11,42
astar,1,23.142135623730955,11,0.156599999172613,51,100,0.7,6,11,42
weighted_astar,1,23.142135623730955,11,0.1446999958716333,48,100,0.7,6,11,42
jps_like,1,23.14213562373095,11,0.2149000065401196,48,100,0.7,6,11,42
improved_astar,1,19.714776642118863,9,0.2841000095941126,58,100,0.7,6,11,42
dijkstra,1,6.82842712474619,3,0.0543999922228977,15,100,0.7,7,16,42
astar,1,6.82842712474619,4,0.0322000123560428,8,100,0.7,7,16,42
weighted_astar,1,6.82842712474619,4,0.0277000071946531,8,100,0.7,7,16,42
jps_like,1,6.82842712474619,3,0.0334999931510537,6,100,0.7,7,16,42
improved_astar,1,6.0,1,0.0457999994978308,9,100,0.7,7,16,42
dijkstra,1,4.82842712474619,3,0.0636000040685758,21,100,0.7,8,17,42
astar,1,4.82842712474619,3,0.0201999937416985,6,100,0.7,8,17,42
weighted_astar,1,4.82842712474619,2,0.0167999969562515,5,100,0.7,8,17,42
jps_like,1,4.82842712474619,2,0.0316999939968809,6,100,0.7,8,17,42
improved_astar,1,4.47213595499958,0,0.0309000024572014,6,100,0.7,8,17,42
dijkstra,1,9.242640687119286,4,0.0851000077091157,25,100,0.7,9,21,42
astar,1,9.242640687119286,4,0.0486999924760311,14,100,0.7,9,21,42
weighted_astar,1,9.242640687119286,4,0.0309000024572014,9,100,0.7,9,21,42
jps_like,1,9.242640687119286,5,0.0769999896874651,14,100,0.7,9,21,42
improved_astar,1,8.74930105346567,2,0.0739999959478154,14,100,0.7,9,21,42
dijkstra,1,1.4142135623730951,0,0.0167999969562515,3,100,0.7,10,24,42
astar,1,1.4142135623730951,0,0.00739999813959,2,100,0.7,10,24,42
weighted_astar,1,1.4142135623730951,0,0.0045000051613897,2,100,0.7,10,24,42
jps_like,1,1.4142135623730951,0,0.0071999966166913,2,100,0.7,10,24,42
improved_astar,1,1.4142135623730951,0,0.0065999920479953,2,100,0.7,10,24,42
dijkstra,1,49.769552621700456,24,0.4039999912492931,171,100,0.7,11,25,42
astar,1,49.769552621700456,24,0.3120999899692833,119,100,0.7,11,25,42
weighted_astar,1,49.769552621700456,24,0.2600000007078051,95,100,0.7,11,25,42
jps_like,1,49.76955262170045,26,0.5576999974437058,119,100,0.7,11,25,42
improved_astar,1,42.53610285440526,18,0.5837999924551696,137,100,0.7,11,25,42
dijkstra,1,15.899494936611667,7,0.0899000006029382,32,100,0.7,12,27,42
astar,1,15.899494936611667,9,0.0570999982301145,18,100,0.7,12,27,42
weighted_astar,1,15.899494936611667,9,0.054199990699999,15,100,0.7,12,27,42
jps_like,1,15.899494936611667,7,0.0862000015331432,16,100,0.7,12,27,42
improved_astar,1,13.812559200041264,5,0.1133000041591003,26,100,0.7,12,27,42
dijkstra,1,3.82842712474619,2,0.0467000063508749,13,100,0.7,13,28,42
astar,1,3.82842712474619,2,0.0172000000020489,5,100,0.7,13,28,42
weighted_astar,1,3.82842712474619,2,0.0122000055853277,4,100,0.7,13,28,42
jps_like,1,3.82842712474619,2,0.0258000072790309,5,100,0.7,13,28,42
improved_astar,1,3.6502815398728847,1,0.0391999928979203,7,100,0.7,13,28,42
dijkstra,1,1.4142135623730951,0,0.0250000011874362,5,100,0.7,14,30,42
astar,1,1.4142135623730951,0,0.0084999919636175,2,100,0.7,14,30,42
weighted_astar,1,1.4142135623730951,0,0.0051000097300857,2,100,0.7,14,30,42
jps_like,1,1.4142135623730951,0,0.0101000041468068,2,100,0.7,14,30,42
improved_astar,1,1.4142135623730951,0,0.0091999972937628,2,100,0.7,14,30,42
dijkstra,1,14.899494936611667,8,0.1160000101663172,44,100,0.7,15,31,42
astar,1,14.899494936611667,8,0.0538000022061169,19,100,0.7,15,31,42
weighted_astar,1,14.899494936611667,8,0.0512999977217987,19,100,0.7,15,31,42
jps_like,1,14.899494936611664,8,0.0749999890103936,17,100,0.7,15,31,42
improved_astar,1,13.89292222699217,6,0.0918000005185604,21,100,0.7,15,31,42
dijkstra,1,6.65685424949238,1,0.0900000013643875,30,100,0.7,16,35,42
astar,1,6.65685424949238,1,0.0222000089706853,6,100,0.7,16,35,42
weighted_astar,1,6.65685424949238,1,0.0174999877344816,6,100,0.7,16,35,42
jps_like,1,6.65685424949238,2,0.0335999939125031,6,100,0.7,16,35,42
improved_astar,1,6.433978400210179,1,0.0332999916281551,6,100,0.7,16,35,42
dijkstra,1,34.45584412271572,17,0.7190999895101413,252,100,0.7,17,37,42
astar,1,34.45584412271572,18,0.2555999963078648,80,100,0.7,17,37,42
weighted_astar,1,34.45584412271572,18,0.2203000040026381,71,100,0.7,17,37,42
jps_like,1,34.45584412271571,19,0.3837999975075945,79,100,0.7,17,37,42
improved_astar,1,29.01533972186464,9,0.5882999976165593,118,100,0.7,17,37,42
dijkstra,1,5.242640687119285,3,0.0529999961145222,16,100,0.7,18,38,42
astar,1,5.242640687119285,3,0.0206999975489452,5,100,0.7,18,38,42
weighted_astar,1,5.242640687119285,3,0.0179000053321942,5,100,0.7,18,38,42
jps_like,1,5.242640687119285,3,0.0287000002572312,5,100,0.7,18,38,42
improved_astar,1,3.8284271247461903,1,0.0331000046571716,6,100,0.7,18,38,42
dijkstra,1,5.656854249492381,2,0.0491999962832778,14,100,0.7,19,39,42
astar,1,5.656854249492381,2,0.0186000106623396,5,100,0.7,19,39,42
weighted_astar,1,5.656854249492381,2,0.0149000115925446,5,100,0.7,19,39,42
jps_like,1,5.656854249492381,2,0.0245999981416389,5,100,0.7,19,39,42
improved_astar,1,4.650281539872885,2,0.0356999953510239,7,100,0.7,19,39,42
dijkstra,1,6.65685424949238,3,0.0423999881604686,10,100,0.7,20,42,42
astar,1,6.65685424949238,3,0.0209999998332932,6,100,0.7,20,42,42
weighted_astar,1,6.65685424949238,3,0.0168000115081667,6,100,0.7,20,42,42
jps_like,1,6.65685424949238,3,0.0354999938281253,6,100,0.7,20,42,42
improved_astar,1,5.47213595499958,1,0.0316999939968809,7,100,0.7,20,42,42
dijkstra,1,12.071067811865476,7,0.084600003901869,31,100,0.7,21,43,42
astar,1,12.071067811865476,7,0.0579000043217092,18,100,0.7,21,43,42
weighted_astar,1,12.071067811865476,6,0.0374999945051968,11,100,0.7,21,43,42
jps_like,1,12.071067811865474,7,0.085200008470565,17,100,0.7,21,43,42
improved_astar,1,11.242640687119286,4,0.1014000008581206,20,100,0.7,21,43,42
dijkstra,1,2.8284271247461903,0,0.0242000096477568,6,100,0.7,22,44,42
astar,1,2.8284271247461903,0,0.011399999493733,3,100,0.7,22,44,42
weighted_astar,1,2.8284271247461903,0,0.008000002708286,3,100,0.7,22,44,42
jps_like,1,2.8284271247461903,0,0.0179000053321942,3,100,0.7,22,44,42
improved_astar,1,2.8284271247461903,0,0.0132999994093552,3,100,0.7,22,44,42
dijkstra,1,15.899494936611667,10,0.1792000111890956,58,100,0.7,23,51,42
astar,1,15.899494936611667,10,0.1251999929081648,38,100,0.7,23,51,42
weighted_astar,1,15.899494936611667,10,0.1058000052580609,34,100,0.7,23,51,42
jps_like,1,15.899494936611667,8,0.1988000003620982,38,100,0.7,23,51,42
improved_astar,1,14.06449510224598,7,0.2174999972339719,43,100,0.7,23,51,42
dijkstra,1,5.656854249492381,1,0.0489999947603791,16,100,0.7,24,52,42
astar,1,5.656854249492381,1,0.0261999957729131,7,100,0.7,24,52,42
weighted_astar,1,5.656854249492381,1,0.0231000012718141,7,100,0.7,24,52,42
jps_like,1,5.656854249492381,1,0.0356000091414898,7,100,0.7,24,52,42
improved_astar,1,4.47213595499958,1,0.0352999923052266,7,100,0.7,24,52,42
dijkstra,1,11.485281374238571,7,0.0780999980634078,26,100,0.7,25,54,42
astar,1,11.485281374238571,7,0.0426000042352825,11,100,0.7,25,54,42
weighted_astar,1,11.485281374238571,7,0.0324000138789415,10,100,0.7,25,54,42
jps_like,1,11.485281374238571,7,0.0560999906156212,11,100,0.7,25,54,42
improved_astar,1,9.650281539872886,4,0.0657999917166307,13,100,0.7,25,54,42
dijkstra,1,2.8284271247461903,0,0.0295999925583601,5,100,0.7,26,58,42
astar,1,2.8284271247461903,0,0.0119999895105138,3,100,0.7,26,58,42
weighted_astar,1,2.8284271247461903,0,0.0082000042311847,3,100,0.7,26,58,42
jps_like,1,2.8284271247461903,0,0.0087000080384314,2,100,0.7,26,58,42
improved_astar,1,2.8284271247461903,0,0.0131999986479058,3,100,0.7,26,58,42
dijkstra,1,4.242640687119286,1,0.0542000052519142,14,100,0.7,27,62,42
astar,1,4.242640687119286,1,0.019400002202019,5,100,0.7,27,62,42
weighted_astar,1,4.242640687119286,1,0.0155000016093254,5,100,0.7,27,62,42
jps_like,1,4.242640687119286,1,0.0240999943343922,4,100,0.7,27,62,42
improved_astar,1,3.23606797749979,1,0.0259000080404803,5,100,0.7,27,62,42
dijkstra,1,8.071067811865476,2,0.1107999996747821,34,100,0.7,28,63,42
astar,1,8.071067811865476,2,0.0505999923916533,12,100,0.7,28,63,42
weighted_astar,1,8.071067811865476,2,0.0425000034738332,10,100,0.7,28,63,42
jps_like,1,8.071067811865476,2,0.0748999882489442,12,100,0.7,28,63,42
improved_astar,1,6.841619252963779,2,0.119999996968545,18,100,0.7,28,63,42
dijkstra,1,10.485281374238571,5,0.1276000111829489,40,100,0.7,29,66,42
astar,1,10.485281374238571,5,0.0626999972155317,17,100,0.7,29,66,42
