algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id,seed_tag
improved_astar,1,27.18185608247084,7,0.6310999888228253,73,80,0.3,26,26,43
dijkstra,1,16.313708498984763,6,1.651200000196695,495,80,0.3,27,27,43
astar,1,16.313708498984763,4,0.2320999919902533,57,80,0.3,27,27,43
weighted_astar,1,16.313708498984763,9,0.0971999979810789,19,80,0.3,27,27,43
jps_like,1,16.31370849898476,8,0.4773999971803278,51,80,0.3,27,27,43
improved_astar,1,14.391575192681849,2,0.1634000072954222,15,80,0.3,27,27,43
dijkstra,1,78.32590180780446,25,12.432699993951246,3947,80,0.3,28,28,43
astar,1,78.32590180780446,34,1.7100999975809827,452,80,0.3,28,28,43
weighted_astar,1,79.15432893255065,31,0.3454000107012689,78,80,0.3,28,28,43
jps_like,1,78.32590180780446,32,3.860500000882894,452,80,0.3,28,28,43
improved_astar,1,72.96005142600168,14,0.4460999916773289,40,80,0.3,28,28,43
dijkstra,1,47.01219330881974,12,6.644499997491948,2095,80,0.3,29,29,43
astar,1,47.01219330881974,9,0.2329999988432973,53,80,0.3,29,29,43
weighted_astar,1,47.01219330881974,9,0.1666000025579705,36,80,0.3,29,29,43
jps_like,1,47.01219330881975,13,0.4365000058896839,48,80,0.3,29,29,43
improved_astar,1,45.62243167734757,9,0.194400010514073,19,80,0.3,29,29,43
dijkstra,1,2.8284271247461903,0,0.0172000000020489,4,80,0.7,0,1,43
astar,1,2.8284271247461903,0,0.0098000018624588,3,80,0.7,0,1,43
weighted_astar,1,2.8284271247461903,0,0.0071999966166913,3,80,0.7,0,1,43
jps_like,1,2.8284271247461903,0,0.0079000019468367,2,80,0.7,0,1,43
improved_astar,1,2.8284271247461903,0,0.0121999910334125,3,80,0.7,0,1,43
dijkstra,1,10.485281374238571,4,0.1166999863926321,42,80,0.7,1,5,43
astar,1,10.485281374238571,4,0.0491000100737437,14,80,0.7,1,5,43
weighted_astar,1,10.485281374238571,4,0.0361999991582706,11,80,0.7,1,5,43
jps_like,1,10.485281374238571,5,0.0763999996706843,14,80,0.7,1,5,43
improved_astar,1,9.071067811865476,2,0.0942999904509633,19,80,0.7,1,5,43
dijkstra,1,12.899494936611667,7,0.1487999979872256,57,80,0.7,2,6,43
astar,1,12.899494936611667,7,0.0601000065216794,18,80,0.7,2,6,43
weighted_astar,1,12.899494936611667,7,0.0462000025436282,14,80,0.7,2,6,43
jps_like,1,12.899494936611664,7,0.0838000123621895,16,80,0.7,2,6,43
improved_astar,1,11.67004637770997,4,0.1451999996788799,28,80,0.7,2,6,43
dijkstra,1,19.970562748477143,10,0.1296999980695545,50,80,0.7,3,7,43
astar,1,19.970562748477143,10,0.1423999929102137,30,80,0.7,3,7,43
weighted_astar,1,19.970562748477143,10,0.0725999998394399,25,80,0.7,3,7,43
jps_like,1,19.970562748477143,11,0.1585999998496845,30,80,0.7,3,7,43
improved_astar,1,15.848191962583275,7,0.1570000022184103,33,80,0.7,3,7,43
dijkstra,1,28.62741699796953,17,0.1929999998537823,73,80,0.7,4,9,43
astar,1,28.62741699796953,17,0.2330999996047467,47,80,0.7,4,9,43
weighted_astar,1,28.62741699796953,17,0.3594999870983884,44,80,0.7,4,9,43
jps_like,1,28.62741699796953,15,0.2037000085692852,47,80,0.7,4,9,43
improved_astar,1,23.48917828737073,10,0.665400002617389,51,80,0.7,4,9,43
dijkstra,1,25.38477631085024,13,0.1479999918956309,59,80,0.7,5,10,43
astar,1,25.38477631085024,13,0.1334000116912648,48,80,0.7,5,10,43
weighted_astar,1,25.38477631085024,13,0.1230000052601099,44,80,0.7,5,10,43
jps_like,1,25.38477631085024,14,0.2133999951183796,48,80,0.7,5,10,43
improved_astar,1,20.74111418957545,7,0.2347999979974702,54,80,0.7,5,10,43
dijkstra,1,7.82842712474619,3,0.0888000067789107,34,80,0.7,6,11,43
astar,1,7.82842712474619,3,0.040600003558211,9,80,0.7,6,11,43
weighted_astar,1,7.82842712474619,3,0.0556000013602897,9,80,0.7,6,11,43
jps_like,1,7.82842712474619,3,0.039999998989515,7,80,0.7,6,11,43
improved_astar,1,7.650281539872885,3,0.054799995268695,11,80,0.7,6,11,43
dijkstra,1,15.899494936611667,10,0.0919000012800097,30,80,0.7,7,12,43
astar,1,15.899494936611667,7,0.0638000055914744,19,80,0.7,7,12,43
weighted_astar,1,15.899494936611667,7,0.0570999982301145,18,80,0.7,7,12,43
jps_like,1,15.899494936611667,8,0.0966000079642981,18,80,0.7,7,12,43
improved_astar,1,13.478708664619074,4,0.1220000121975317,26,80,0.7,7,12,43
dijkstra,1,2.0,0,0.0203999952645972,5,80,0.7,8,13,43
astar,1,2.0,0,0.0115000002551823,3,80,0.7,8,13,43
weighted_astar,1,2.0,0,0.0087999942479655,3,80,0.7,8,13,43
jps_like,1,2.0,0,0.0089999957708641,2,80,0.7,8,13,43
improved_astar,1,2.0,0,0.0144000077852979,3,80,0.7,8,13,43
dijkstra,1,19.142135623730955,11,0.0673000031383708,25,80,0.7,9,14,43
astar,1,19.142135623730955,11,0.0608999980613589,21,80,0.7,9,14,43
weighted_astar,1,19.142135623730955,11,0.0562000059289857,20,80,0.7,9,14,43
jps_like,1,19.142135623730955,11,0.0882000022102147,21,80,0.7,9,14,43
improved_astar,1,16.899494936611667,5,0.0934999989112839,23,80,0.7,9,14,43
dijkstra,1,4.82842712474619,2,0.0349999900208786,10,80,0.7,10,16,43
astar,1,4.82842712474619,2,0.0195999891730025,5,80,0.7,10,16,43
weighted_astar,1,4.82842712474619,2,0.0164000084623694,5,80,0.7,10,16,43
jps_like,1,4.82842712474619,2,0.0303999986499547,5,80,0.7,10,16,43
improved_astar,1,4.650281539872885,2,0.0294000055873766,5,80,0.7,10,16,43
dijkstra,1,6.65685424949238,3,0.0943000050028786,21,80,0.7,11,17,43
astar,1,6.65685424949238,3,0.0262999965343624,7,80,0.7,11,17,43
weighted_astar,1,6.65685424949238,3,0.0247999996645376,8,80,0.7,11,17,43
jps_like,1,6.65685424949238,3,0.0318999955197796,6,80,0.7,11,17,43
improved_astar,1,5.06449510224598,1,0.0453999964520335,9,80,0.7,11,17,43
dijkstra,1,5.82842712474619,2,0.0528999953530728,17,80,0.7,12,19,43
astar,1,5.82842712474619,2,0.0312999909510836,6,80,0.7,12,19,43
weighted_astar,1,5.82842712474619,2,0.0209999998332932,6,80,0.7,12,19,43
jps_like,1,5.82842712474619,2,0.0343000137945637,6,80,0.7,12,19,43
improved_astar,1,5.82842712474619,2,0.0356000091414898,7,80,0.7,12,19,43
dijkstra,1,4.82842712474619,2,0.0293000048259273,10,80,0.7,13,20,43
astar,1,4.82842712474619,2,0.014199991710484,5,80,0.7,13,20,43
weighted_astar,1,4.82842712474619,2,0.0128000101540237,5,80,0.7,13,20,43
jps_like,1,4.82842712474619,2,0.0176000030478462,4,80,0.7,13,20,43
improved_astar,1,4.82842712474619,2,0.0266999995801597,6,80,0.7,13,20,43
dijkstra,1,16.313708498984763,10,0.07999999797903,30,80,0.7,14,21,43
astar,1,16.313708498984763,10,0.0637000048300251,22,80,0.7,14,21,43
weighted_astar,1,16.313708498984763,10,0.0536000006832182,20,80,0.7,14,21,43
jps_like,1,16.313708498984763,10,0.0883999891811981,22,80,0.7,14,21,43
improved_astar,1,13.714776642118863,6,0.09479999425821,24,80,0.7,14,21,43
dijkstra,1,1.0,0,0.0140000047395005,3,80,0.7,15,22,43
astar,1,1.0,0,0.006799993570894,2,80,0.7,15,22,43
weighted_astar,1,1.0,0,0.0048000074457377,2,80,0.7,15,22,43
jps_like,1,1.0,0,0.0097000011010095,2,80,0.7,15,22,43
improved_astar,1,1.0,0,0.0094999995781108,2,80,0.7,15,22,43
dijkstra,1,3.8284271247461903,1,0.0437999988207593,11,80,0.7,16,25,43
astar,1,3.8284271247461903,1,0.0139999901875853,4,80,0.7,16,25,43
weighted_astar,1,3.8284271247461903,1,0.0103000056697055,4,80,0.7,16,25,43
jps_like,1,3.8284271247461903,1,0.0181000068550929,4,80,0.7,16,25,43
improved_astar,1,3.8284271247461903,1,0.0177999900188297,4,80,0.7,16,25,43
dijkstra,1,12.071067811865476,7,0.1499000063631683,28,80,0.7,17,26,43
astar,1,12.071067811865476,7,0.0542999914614483,16,80,0.7,17,26,43
weighted_astar,1,12.071067811865476,7,0.0453999964520335,15,80,0.7,17,26,43
jps_like,1,12.071067811865476,7,0.0765000004321336,15,80,0.7,17,26,43
improved_astar,1,10.30056307974577,5,0.1046999968821182,18,80,0.7,17,26,43
dijkstra,1,6.242640687119285,2,0.0584000081289559,16,80,0.7,18,28,43
astar,1,6.242640687119285,4,0.0310000032186508,6,80,0.7,18,28,43
weighted_astar,1,6.242640687119285,4,0.0206000113394111,6,80,0.7,18,28,43
jps_like,1,6.242640687119285,4,0.0396999967051669,6,80,0.7,18,28,43
improved_astar,1,5.16227766016838,1,0.0499000016134232,8,80,0.7,18,28,43
dijkstra,1,20.55634918610405,11,0.145500001963228,57,80,0.7,19,29,43
astar,1,20.55634918610405,11,0.0759999966248869,24,80,0.7,19,29,43
weighted_astar,1,20.55634918610405,11,0.0608999980613589,20,80,0.7,19,29,43
jps_like,1,20.55634918610405,11,0.1229000044986605,24,80,0.7,19,29,43
improved_astar,1,18.00876701224514,8,0.1848999963840469,39,80,0.7,19,29,43
dijkstra,1,11.485281374238571,6,0.1956000050995499,51,80,0.7,20,30,43
astar,1,11.485281374238571,6,0.0538000022061169,14,80,0.7,20,30,43
weighted_astar,1,11.485281374238571,6,0.0394000089727342,11,80,0.7,20,30,43
jps_like,1,11.485281374238571,6,0.0869999930728226,14,80,0.7,20,30,43
improved_astar,1,10.30056307974577,4,0.087699998402968,17,80,0.7,20,30,43
dijkstra,1,2.8284271247461903,1,0.0280999956885352,4,80,0.7,21,32,43
astar,1,2.8284271247461903,1,0.011399999493733,3,80,0.7,21,32,43
weighted_astar,1,2.8284271247461903,1,0.007700000423938,3,80,0.7,21,32,43
jps_like,1,2.8284271247461903,1,0.0148999970406293,3,80,0.7,21,32,43
improved_astar,1,2.8284271247461903,1,0.0141000055009499,3,80,0.7,21,32,43
dijkstra,1,13.899494936611667,7,0.1069999998435378,36,80,0.7,22,35,43
astar,1,13.899494936611667,7,0.0728000013623386,22,80,0.7,22,35,43
weighted_astar,1,13.899494936611667,7,0.0616000033915042,20,80,0.7,22,35,43
jps_like,1,13.899494936611664,7,0.1078000059351325,22,80,0.7,22,35,43
improved_astar,1,12.12899020449196,4,0.1275999966310337,25,80,0.7,22,35,43
dijkstra,1,14.313708498984765,9,0.1187000016216188,42,80,0.7,23,37,43
astar,1,14.313708498984765,9,0.0737000082153827,23,80,0.7,23,37,43
weighted_astar,1,14.313708498984765,8,0.0636000040685758,20,80,0.7,23,37,43
jps_like,1,14.31370849898476,8,0.1026999962050467,21,80,0.7,23,37,43
improved_astar,1,11.81913190966076,4,0.1300000003539025,27,80,0.7,23,37,43
dijkstra,1,12.899494936611667,6,0.0703999976394698,20,80,0.7,24,39,43
astar,1,12.899494936611667,6,0.0582000066060572,17,80,0.7,24,39,43
weighted_astar,1,12.899494936611667,6,0.0521000038133934,17,80,0.7,24,39,43
jps_like,1,12.899494936611667,6,0.0818999978946521,17,80,0.7,24,39,43
improved_astar,1,10.950844619618652,4,0.0794999941717833,17,80,0.7,24,39,43
dijkstra,1,9.071067811865476,5,0.095399998826906,30,80,0.7,25,40,43
astar,1,9.071067811865476,5,0.0423999881604686,12,80,0.7,25,40,43
weighted_astar,1,9.071067811865476,5,0.0338999961968511,11,80,0.7,25,40,43
jps_like,1,9.071067811865476,5,0.0568999967072159,12,80,0.7,25,40,43
improved_astar,1,6.650281539872885,3,0.0604999950155615,13,80,0.7,25,40,43
dijkstra,1,2.414213562373095,1,0.0195000029634684,5,80,0.7,26,41,43
astar,1,2.414213562373095,1,0.0122000055853277,3,80,0.7,26,41,43
weighted_astar,1,2.414213562373095,1,0.0114999857032671,3,80,0.7,26,41,43
jps_like,1,2.414213562373095,1,0.017899990780279,3,80,0.7,26,41,43
improved_astar,1,2.23606797749979,0,0.0131999986479058,3,80,0.7,26,41,43
dijkstra,1,38.698484809834994,18,0.3959000023314729,131,80,0.7,27,42,43
astar,1,38.698484809834994,18,0.309800001559779,94,80,0.7,27,42,43
weighted_astar,1,38.698484809834994,18,0.2359000063734129,74,80,0.7,27,42,43
jps_like,1,38.69848480983499,18,0.461799994809553,96,80,0.7,27,42,43
improved_astar,1,32.78803875660999,15,0.5490999901667237,118,80,0.7,27,42,43
dijkstra,1,21.142135623730955,12,0.3866000042762607,110,80,0.7,28,43,43
astar,1,21.142135623730955,11,0.1288999919779598,37,80,0.7,28,43,43
weighted_astar,1,21.142135623730955,11,0.0743999989936128,22,80,0.7,28,43,43
jps_like,1,21.14213562373095,11,0.200900001800619,37,80,0.7,28,43,43
improved_astar,1,18.950844619618657,8,0.2396000054432079,50,80,0.7,28,43,43
dijkstra,1,13.899494936611667,8,0.1650999911362305,47,80,0.7,29,45,43
astar,1,13.899494936611667,9,0.076900003477931,20,80,0.7,29,45,43
weighted_astar,1,13.899494936611667,9,0.0625999964540824,19,80,0.7,29,45,43
jps_like,1,13.899494936611664,8,0.1383999915560707,20,80,0.7,29,45,43
improved_astar,1,11.071067811865474,4,0.1407000090694055,26,80,0.7,29,45,43
dijkstra,1,64.49747468305829,21,20.731299999170005,5581,100,0.3,0,0,43
astar,1,64.4974746830583,17,0.9589999972376972,214,100,0.3,0,0,43
weighted_astar,1,65.6690475583121,21,0.3651000006357208,77,100,0.3,0,0,43
jps_like,1,64.4974746830583,20,2.032900010817684,214,100,0.3,0,0,43
improved_astar,1,63.35875447859785,17,0.477100009447895,47,100,0.3,0,0,43
dijkstra,1,60.183766184073534,19,10.538799993810244,3376,100,0.3,1,1,43
astar,1,60.18376618407354,21,1.053999993018806,197,100,0.3,1,1,43
weighted_astar,1,62.0832611206852,20,0.305800000205636,52,100,0.3,1,1,43
jps_like,1,60.18376618407356,17,2.251999991131015,196,100,0.3,1,1,43
improved_astar,1,56.15714920135666,9,0.3670000005513429,26,100,0.3,1,1,43
dijkstra,1,47.8700576850888,15,10.105800000019372,2796,100,0.3,2,2,43
astar,1,47.8700576850888,13,0.5289999971864745,117,100,0.3,2,2,43
weighted_astar,1,48.11269837220808,17,0.2551000070525333,50,100,0.3,2,2,43
jps_like,1,47.8700576850888,17,1.1597000120673329,120,100,0.3,2,2,43
improved_astar,1,44.872117038241726,8,0.2987999905599281,26,100,0.3,2,2,43
dijkstra,1,78.94112549695424,30,16.394399994169362,4673,100,0.3,3,3,43
astar,1,78.94112549695426,24,2.540100002079271,559,100,0.3,3,3,43
weighted_astar,1,83.91168824543139,31,0.6323999987216666,134,100,0.3,3,3,43
jps_like,1,78.94112549695427,28,5.145899995113723,556,100,0.3,3,3,43
improved_astar,1,74.3700224205686,14,1.3581999955931678,138,100,0.3,3,3,43
dijkstra,1,100.39696961966992,38,21.17970000836067,6531,100,0.3,4,4,43
astar,1,100.39696961966992,33,4.025999995064922,967,100,0.3,4,4,43
weighted_astar,1,102.88225099390849,40,0.4407999949762597,104,100,0.3,4,4,43
jps_like,1,100.39696961966996,42,8.345300011569634,967,100,0.3,4,4,43
improved_astar,1,93.22883990442362,19,1.0359000007156285,68,100,0.3,4,4,43
dijkstra,1,44.727922061357845,13,6.061099993530661,1673,100,0.3,5,5,43
astar,1,44.727922061357845,13,0.5336999893188477,115,100,0.3,5,5,43
weighted_astar,1,46.38477631085023,16,0.2588000061223283,58,100,0.3,5,5,43
jps_like,1,44.727922061357845,16,1.043199998093769,115,100,0.3,5,5,43
improved_astar,1,43.48159109798992,12,0.3371999919181689,33,100,0.3,5,5,43
dijkstra,1,59.28427124746187,16,13.43530000303872,3884,100,0.3,6,6,43
astar,1,59.28427124746187,18,0.4652000061469152,107,100,0.3,6,6,43
weighted_astar,1,62.35533905932736,26,0.3181999927619472,70,100,0.3,6,6,43
jps_like,1,59.28427124746187,21,1.338899994152598,145,100,0.3,6,6,43
improved_astar,1,57.206055138798376,15,0.3738999948836863,38,100,0.3,6,6,43
dijkstra,1,49.970562748477136,20,10.736999989603646,3266,100,0.3,7,7,43
astar,1,49.970562748477136,20,0.6741999968653545,168,100,0.3,7,7,43
weighted_astar,1,53.28427124746189,24,0.3245999978389591,76,100,0.3,7,7,43
jps_like,1,49.970562748477136,21,1.4455000055022538,176,100,0.3,7,7,43
improved_astar,1,48.25833109780626,12,0.5552999937208369,56,100,0.3,7,7,43
dijkstra,1,30.870057685088817,8,4.93889999052044,1602,100,0.3,8,8,43
astar,1,30.870057685088817,6,0.498399997013621,126,100,0.3,8,8,43
weighted_astar,1,30.870057685088817,6,0.1786000066203996,39,100,0.3,8,8,43
jps_like,1,30.87005768508881,9,1.0386000067228451,125,100,0.3,8,8,43
improved_astar,1,28.758156521946592,3,0.2933999930974096,33,100,0.3,8,8,43
dijkstra,1,36.2842712474619,13,3.952699989895336,1253,100,0.3,9,9,43
astar,1,36.2842712474619,12,0.3942000039387494,92,100,0.3,9,9,43
weighted_astar,1,36.2842712474619,14,0.1453999866498634,30,100,0.3,9,9,43
jps_like,1,36.2842712474619,15,0.7333999965339899,76,100,0.3,9,9,43
improved_astar,1,34.763150389824055,7,0.2433000045130029,24,100,0.3,9,9,43
dijkstra,1,51.35533905932735,19,5.959700007224456,1932,100,0.3,10,10,43
astar,1,51.35533905932735,15,0.411300003179349,93,100,0.3,10,10,43
weighted_astar,1,53.94112549695425,18,0.2638000005390495,58,100,0.3,10,10,43
jps_like,1,51.35533905932737,16,0.6343999993987381,69,100,0.3,10,10,43
improved_astar,1,50.200797140649485,6,0.3309999883640557,33,100,0.3,10,10,43
dijkstra,1,85.4264068711928,31,17.111799999838695,5103,100,0.3,11,11,43
astar,1,85.4264068711928,25,2.2773999953642488,539,100,0.3,11,11,43
weighted_astar,1,90.39696961966992,35,0.4964000108884647,103,100,0.3,11,11,43
jps_like,1,85.4264068711928,26,4.754699999466538,548,100,0.3,11,11,43
improved_astar,1,80.51539682764627,17,0.8537000103387982,74,100,0.3,11,11,43
dijkstra,1,94.53910524340088,31,22.35590000054799,6797,100,0.3,12,12,43
astar,1,94.53910524340088,25,1.6013999993447214,433,100,0.3,12,12,43
weighted_astar,1,95.71067811865468,31,0.4215999942971393,96,100,0.3,12,12,43
jps_like,1,94.53910524340084,28,3.294200010714121,409,100,0.3,12,12,43
improved_astar,1,91.20496541162468,20,0.5908000021008775,59,100,0.3,12,12,43
dijkstra,1,91.56854249492372,33,21.94900000176858,5713,100,0.3,13,13,43
astar,1,91.56854249492372,29,3.465000001597218,763,100,0.3,13,13,43
weighted_astar,1,91.81118318204302,37,0.5128999910084531,96,100,0.3,13,13,43
jps_like,1,91.56854249492372,34,6.789000006392598,763,100,0.3,13,13,43
improved_astar,1,86.19434922424831,19,0.5665000062435865,47,100,0.3,13,13,43
dijkstra,1,35.21320343559643,14,4.72779999836348,1276,100,0.3,14,14,43
astar,1,35.21320343559643,9,0.4927999980282038,121,100,0.3,14,14,43
weighted_astar,1,36.87005768508881,10,0.1734999968903139,37,100,0.3,14,14,43
jps_like,1,35.21320343559643,10,1.1171000078320503,122,100,0.3,14,14,43
improved_astar,1,32.93091798960627,4,0.2326999965589493,14,100,0.3,14,14,43
dijkstra,1,23.798989873223334,6,3.5002000076929107,1047,100,0.3,15,15,43
astar,1,23.798989873223334,7,0.2225000062026083,47,100,0.3,15,15,43
weighted_astar,1,23.798989873223334,7,0.1170000032288953,21,100,0.3,15,15,43
jps_like,1,23.79898987322333,8,0.3284999984316528,31,100,0.3,15,15,43
improved_astar,1,22.62741699796952,2,0.1696999970590695,14,100,0.3,15,15,43
dijkstra,1,23.656854249492383,6,3.55880000279285,1005,100,0.3,16,16,43
astar,1,23.656854249492383,7,0.259600012213923,56,100,0.3,16,16,43
weighted_astar,1,25.313708498984763,13,0.1422000059392303,32,100,0.3,16,16,43
jps_like,1,23.656854249492383,9,0.5514999938895926,56,100,0.3,16,16,43
improved_astar,1,22.32455532033676,5,0.1840000040829181,16,100,0.3,16,16,43
dijkstra,1,86.76955262170043,35,21.40900000813417,5700,100,0.3,17,17,43
astar,1,86.76955262170043,31,2.849299999070354,656,100,0.3,17,17,43
weighted_astar,1,91.49747468305829,33,0.6157999887363985,136,100,0.3,17,17,43
jps_like,1,86.76955262170044,34,5.841999998665415,657,100,0.3,17,17,43
improved_astar,1,82.71279649088457,21,0.7495000027120113,74,100,0.3,17,17,43
dijkstra,1,107.84062043356587,33,22.55310000327881,6830,100,0.3,18,18,43
astar,1,107.84062043356587,35,5.698599998140708,1248,100,0.3,18,18,43
weighted_astar,1,111.98275605729684,42,0.6813999934820458,144,100,0.3,18,18,43
jps_like,1,107.84062043356587,43,11.304800005746074,1248,100,0.3,18,18,43
improved_astar,1,99.9309693598244,22,0.977699994109571,87,100,0.3,18,18,43
dijkstra,1,67.74011537017756,22,18.99680000497028,5845,100,0.3,19,19,43
astar,1,67.74011537017756,25,1.0737999982666224,271,100,0.3,19,19,43
weighted_astar,1,68.32590180780447,25,0.2845999988494441,62,100,0.3,19,19,43
jps_like,1,67.74011537017756,24,2.270400000270456,281,100,0.3,19,19,43
improved_astar,1,64.35923597245954,15,0.4270999925211072,43,100,0.3,19,19,43
dijkstra,1,71.39696961966995,19,13.818499995977618,4087,100,0.3,20,20,43
astar,1,71.39696961966995,19,0.8047000010265037,183,100,0.3,20,20,43
weighted_astar,1,72.81118318204304,25,0.4300000000512227,77,100,0.3,20,20,43
jps_like,1,71.39696961966999,24,2.1606999944197014,179,100,0.3,20,20,43
improved_astar,1,69.88154170362802,19,0.8090999908745289,68,100,0.3,20,20,43
dijkstra,1,79.08326112068518,24,15.4435000004014,4272,100,0.3,21,21,43
astar,1,79.08326112068518,24,4.0280999965034425,960,100,0.3,21,21,43
weighted_astar,1,82.49747468305829,32,0.5482999986270443,121,100,0.3,21,21,43
jps_like,1,79.08326112068518,29,9.038800009875558,959,100,0.3,21,21,43
improved_astar,1,75.06700774054582,20,1.2113999982830137,105,100,0.3,21,21,43
dijkstra,1,42.14213562373095,14,6.027299998095259,1814,100,0.3,22,22,43
astar,1,42.14213562373095,14,0.5204000044614077,126,100,0.3,22,22,43
weighted_astar,1,44.62741699796953,9,0.230400008149445,49,100,0.3,22,22,43
jps_like,1,42.14213562373095,13,1.103499991586432,126,100,0.3,22,22,43
improved_astar,1,41.32170446807281,5,0.3031999949598685,30,100,0.3,22,22,43
dijkstra,1,67.76955262170043,25,17.66910000878852,5165,100,0.3,23,23,43
astar,1,67.76955262170044,33,1.4238000003388152,285,100,0.3,23,23,43
weighted_astar,1,70.59797974644664,27,0.672800000756979,142,100,0.3,23,23,43
jps_like,1,67.76955262170043,26,2.4800999963190407,267,100,0.3,23,23,43
improved_astar,1,65.17258386155588,19,0.7399000023724511,80,100,0.3,23,23,43
dijkstra,1,50.526911934581165,20,6.280799992964603,1963,100,0.3,24,24,43
astar,1,50.526911934581165,18,0.5826999986311421,147,100,0.3,24,24,43
weighted_astar,1,50.526911934581165,18,0.236899999435991,49,100,0.3,24,24,43
jps_like,1,50.52691193458116,18,1.248100001248531,148,100,0.3,24,24,43
improved_astar,1,47.107404785895945,9,0.3013000095961615,29,100,0.3,24,24,43
dijkstra,1,81.8406204335659,37,16.935000006924383,5185,100,0.3,25,25,43
astar,1,81.8406204335659,32,1.3517000043066218,319,100,0.3,25,25,43
weighted_astar,1,86.81118318204302,38,0.5213999975239858,110,100,0.3,25,25,43
jps_like,1,81.84062043356592,36,2.6550000038696453,297,100,0.3,25,25,43
improved_astar,1,78.7415466492655,18,1.0274999949615449,108,100,0.3,25,25,43
dijkstra,1,31.213203435596437,11,5.504600005224347,1631,100,0.3,26,26,43
astar,1,31.213203435596437,14,0.5643000040436164,138,100,0.3,26,26,43
weighted_astar,1,31.213203435596437,12,0.1364000054309144,30,100,0.3,26,26,43
jps_like,1,31.213203435596427,11,1.124100002925843,138,100,0.3,26,26,43
improved_astar,1,29.67394329084213,9,0.3178000042680651,33,100,0.3,26,26,43
dijkstra,1,35.31370849898476,15,3.4699999960139394,1142,100,0.3,27,27,43
astar,1,35.31370849898476,11,0.3704999980982393,92,100,0.3,27,27,43
weighted_astar,1,36.14213562373095,15,0.1794999989215284,43,100,0.3,27,27,43
jps_like,1,35.31370849898476,10,0.6123999919509515,78,100,0.3,27,27,43
improved_astar,1,32.86187450832752,6,0.3466999914962798,36,100,0.3,27,27,43
dijkstra,1,66.254833995939,22,17.668599990429357,4944,100,0.3,28,28,43
astar,1,66.25483399593901,20,1.74459999834653,398,100,0.3,28,28,43
weighted_astar,1,67.91168824543138,24,0.4903000080958009,64,100,0.3,28,28,43
jps_like,1,66.25483399593904,22,3.3146000059787184,394,100,0.3,28,28,43
improved_astar,1,63.30419375233328,14,0.4191000043647364,45,100,0.3,28,28,43
dijkstra,1,38.112698372208094,12,5.111999998916872,1700,100,0.3,29,29,43
astar,1,38.112698372208094,12,0.494399995659478,137,100,0.3,29,29,43
weighted_astar,1,38.112698372208094,12,0.2939999976661056,31,100,0.3,29,29,43
jps_like,1,38.11269837220809,15,1.1976999958278611,123,100,0.3,29,29,43
improved_astar,1,36.49693081985456,9,0.3862000012304634,43,100,0.3,29,29,43
dijkstra,1,22.142135623730955,14,0.1093000028049573,38,100,0.7,0,0,43
astar,1,22.142135623730955,12,0.0958000018727034,30,100,0.7,0,0,43
weighted_astar,1,22.142135623730955,12,0.0725999998394399,22,100,0.7,0,0,43
jps_like,1,22.14213562373095,12,0.1709999924059957,28,100,0.7,0,0,43
improved_astar,1,19.172747282920035,7,0.1671999925747513,34,100,0.7,0,0,43
dijkstra,1,3.414213562373095,1,0.0263000110862776,8,100,0.7,1,1,43
astar,1,3.414213562373095,1,0.0128000101540237,4,100,0.7,1,1,43
weighted_astar,1,3.414213562373095,1,0.0099999888334423,4,100,0.7,1,1,43
jps_like,1,3.414213562373095,1,0.0146999955177307,4,100,0.7,1,1,43
improved_astar,1,3.414213562373095,1,0.0140000047395005,4,100,0.7,1,1,43
dijkstra,1,19.313708498984763,11,0.1342000032309442,50,100,0.7,2,2,43
astar,1,19.313708498984763,11,0.1063999952748417,36,100,0.7,2,2,43
weighted_astar,1,19.313708498984763,11,0.083099992480129,28,100,0.7,2,2,43
jps_like,1,19.31370849898476,11,0.1622999989194795,35,100,0.7,2,2,43
improved_astar,1,17.00389691313216,5,0.1754999975673854,40,100,0.7,2,2,43
dijkstra,1,1.0,0,0.0179000053321942,3,100,0.7,3,4,43
astar,1,1.0,0,0.0072999973781406,2,100,0.7,3,4,43
weighted_astar,1,1.0,0,0.0045000051613897,2,100,0.7,3,4,43
jps_like,1,1.0,0,0.008000002708286,2,100,0.7,3,4,43
improved_astar,1,1.0,0,0.0074999989010393,2,100,0.7,3,4,43
dijkstra,1,15.313708498984765,7,0.0915999989956617,32,100,0.7,4,9,43
astar,1,15.313708498984765,7,0.0748000020394101,25,100,0.7,4,9,43
weighted_astar,1,15.313708498984765,7,0.1243999868165701,19,100,0.7,4,9,43
jps_like,1,15.313708498984765,8,0.1088999997591599,25,100,0.7,4,9,43
improved_astar,1,13.77269903474535,6,0.1182999985758215,28,100,0.7,4,9,43
dijkstra,1,9.071067811865476,6,0.0915999989956617,27,100,0.7,5,13,43
astar,1,9.071067811865476,6,0.0423999881604686,11,100,0.7,5,13,43
weighted_astar,1,9.071067811865476,6,0.0354999938281253,10,100,0.7,5,13,43
jps_like,1,9.071067811865476,6,0.0644999963697046,11,100,0.7,5,13,43
improved_astar,1,8.06449510224598,4,0.0926000066101551,17,100,0.7,5,13,43
dijkstra,1,1.4142135623730951,0,0.0123999925563111,2,100,0.7,6,15,43
