algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
dijkstra,1,17.071067811865476,6,0.7158000080380589,214,20,0.3,0,0
astar,1,17.071067811865476,9,0.18449999333824962,45,20,0.3,0,0
weighted_astar,1,17.313708498984763,7,0.08589999924879521,23,20,0.3,0,0
jps_like,1,17.071067811865476,7,0.3693999897222966,45,20,0.3,0,0
improved_astar,1,15.520763132540635,5,0.0864000030560419,11,20,0.3,0,0
dijkstra,1,1.0,0,0.01829999382607639,4,20,0.3,1,1
astar,1,1.0,0,0.009900002623908222,2,20,0.3,1,1
weighted_astar,1,1.0,0,0.00790000194683671,2,20,0.3,1,1
jps_like,1,1.0,0,0.017099999240599573,2,20,0.3,1,1
improved_astar,1,1.0,0,0.015700003132224083,2,20,0.3,1,1
dijkstra,1,3.414213562373095,2,0.06739998934790492,20,20,0.3,2,2
astar,1,3.414213562373095,2,0.01889999839477241,4,20,0.3,2,2
weighted_astar,1,3.414213562373095,2,0.01720000000204891,4,20,0.3,2,2
jps_like,1,3.414213562373095,2,0.03199999628122896,4,20,0.3,2,2
improved_astar,1,3.23606797749979,1,0.0320999970426783,4,20,0.3,2,2
dijkstra,1,4.0,0,0.07819999882485718,27,20,0.3,3,3
astar,1,4.0,0,0.02099999983329326,5,20,0.3,3,3
weighted_astar,1,4.0,0,0.01889999839477241,5,20,0.3,3,3
jps_like,1,4.0,1,0.041100007365457714,5,20,0.3,3,3
improved_astar,1,4.0,0,0.023600005079060793,3,20,0.3,3,3
dijkstra,1,9.65685424949238,5,0.48580000293441117,158,20,0.3,4,4
astar,1,9.65685424949238,5,0.05610000516753644,13,20,0.3,4,4
weighted_astar,1,9.65685424949238,3,0.03890000516548753,9,20,0.3,4,4
jps_like,1,9.65685424949238,3,0.12199999764561653,13,20,0.3,4,4
improved_astar,1,9.00389691313216,2,0.0636000040685758,6,20,0.3,4,4
dijkstra,1,14.071067811865476,2,0.712799999746494,238,20,0.3,5,5
astar,1,14.071067811865476,2,0.12100000458303839,31,20,0.3,5,5
weighted_astar,1,14.071067811865476,2,0.06550000398419797,13,20,0.3,5,5
jps_like,1,14.071067811865476,3,0.2612999960547313,31,20,0.3,5,5
improved_astar,1,13.375869592049074,4,0.09819999104365706,10,20,0.3,5,5
