maps,runtime_ratio_improved_vs_astar,path_delta_improved_minus_astar,turn_delta_improved_minus_astar,expanded_delta_improved_minus_astar
15,0.7475849134442629,-12.474944200893663,-13.717777777777778,-5913.568888888889
