maps,runtime_ratio_improved_vs_astar,path_delta_improved_minus_astar,turn_delta_improved_minus_astar,expanded_delta_improved_minus_astar
15,0.9811862045565721,-0.2979971368161424,-1.102222222222222,-0.5711111111111111
