map_name,map_type,size,ratio,algorithm,effective_repeats,success_rate,runtime_ms_mean,runtime_ms_std,path_length_mean,turn_count_mean,expanded_nodes_mean,source
bloodvenomfalls.map,wc3,512,0.557281494140625,weighted_astar,30,1.0,25.9152723998947,34.632915155809634,266.0662961167897,34,4429.9,exp_fix15_v2
bloodvenomfalls.map,wc3,512,0.557281494140625,improved_astar,30,1.0,45.50395516647162,42.74436836920808,244.84606416287497,7.633333333333334,8217.3,exp_fix15_v2
bloodvenomfalls.map,wc3,512,0.557281494140625,ablation_no_adaptive,30,1.0,46.017367266419264,43.15520814156015,244.84606416287497,7.633333333333334,8217.3,exp_fix15_v2
bloodvenomfalls.map,wc3,512,0.557281494140625,ablation_no_smoothing,30,1.0,46.08988080023361,43.074656372535095,259.9546487210007,18.166666666666668,8217.3,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,dijkstra,30,1.0,122.33856003258552,102.06022050776667,199.11240251292517,10.6,27840.166666666668,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,astar,30,1.0,36.58783366651429,48.44227499164992,199.11240251292517,14.166666666666666,6270.8,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,weighted_astar,30,1.0,24.11296390006707,37.87233280896406,201.54245541218071,19.8,4302.2,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,improved_astar,30,1.0,37.64724806678714,49.40793760516359,188.58962116445156,5.8,6270.8,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,ablation_no_adaptive,30,1.0,36.217889800173,47.39134826899978,188.58962116445156,5.8,6270.8,exp_fix15_v2
bootybay.map,wc3,512,0.7149009704589844,ablation_no_smoothing,30,1.0,38.76753283354143,49.045395928894365,199.11240251292517,14.166666666666666,6270.8,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,dijkstra,30,1.0,191.37268373342522,143.9290640041786,189.36750348308806,11.8,38946.73333333333,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,astar,30,1.0,28.62961083398356,25.37866129373616,189.3675034830881,12.833333333333334,4532.466666666666,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,weighted_astar,30,1.0,13.777734466809003,12.504177016032736,192.59501910081866,22.933333333333334,2010.4,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,improved_astar,30,1.0,28.390399666750454,26.077741375833284,178.6930799831544,4.966666666666667,4532.466666666666,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,ablation_no_adaptive,30,1.0,28.288486766784143,25.441300533869324,178.6930799831544,4.966666666666667,4532.466666666666,exp_fix15_v2
darkforest.map,wc3,512,0.6194496154785156,ablation_no_smoothing,30,1.0,27.805981933245977,24.90422190409887,189.3675034830881,12.833333333333334,4532.466666666666,exp_fix15_v2
