algorithm,runtime_ms_mean,path_length_mean,turn_count_mean,expanded_nodes_mean,success_rate
weighted_astar,0.04218916772515509,6.08746271847504,0.77,6.226666666666667,1.0
astar,0.05458450012762715,6.086082006600462,1.1099999999999999,8.083333333333332,1.0
ablation_no_adaptive,0.06199666657873114,5.787463505227242,0.033333333333333305,3.4733333333333336,1.0
ablation_no_jump,0.08876949990129404,5.7899901071380615,0.034999999999999976,14.309999999999999,1.0
jps_like,0.11390049990344167,6.086082006600462,1.3816666666666666,6.484999999999999,1.0
ablation_no_smoothing,0.21832400040390584,6.086082006600462,1.2366666666666668,13.346666666666668,1.0
improved_astar,0.21989799948642025,5.7879046482208825,0.036666666666666646,13.346666666666668,1.0
dijkstra,0.5420355012756772,6.086082006600462,0.8966666666666667,113.68499999999999,1.0
